source_row,key,modelo,descripcion,stock,tienda,bodega,location_sum,inventario_fisico_final,cantidad_a_importar,costo_unitario_pesos,costo_unitario_dolares,total_costo_unitario_pesos,fecha_adq,vigencia
381,00-435968-00001,00-435968-00001,"Válvula solenoide, 1/2"", 120 V",2.0,2.0,0.0,2.0,2.0,,7013.75,0,7013.75,,
382,00-424940-00001,00-424940-00001,Ventilador para refrigerador de 115v,2.0,0.0,0.0,0.0,0.0,,1537.52,0,1537.52,,
386,020-000222,020-000222,Agitador de temporizador 115/230  MANITOWOC,1.0,1.0,0.0,1.0,1.0,,2600.0,0,2600.0,,Vigencia de precio
387,2008939,2008939,Bomba de agua MANITOWOC,1.0,1.0,0.0,1.0,1.0,,7230.0,0,7230.0,2025-10-23T00:00:00,Act Nov 2025
388,GBR00969,GBR00969,"Brazo de leva con muelle, delantero KOLD-DRAFT",2.0,2.0,0.0,2.0,2.0,,1700.0,0,1700.0,,Act Nov 2025
389,443192-02,443192-02,"Capacitor para motor, 5,0MFD, 250 Volt HOSHIZAKI",1.0,1.0,0.0,1.0,1.0,,574.19,0,574.19,,
390,HQS-WF,HQS-WF,Cartucho de filtro EVERPURE,1.0,0.0,0.0,0.0,0.0,,799.0,0,799.0,,Act Nov 2025
391,105012-01,105012-01,Charola deflector B-800 HOSHIZAKI,1.0,1.0,0.0,1.0,1.0,,2901.91,0,2901.91,,
392,PD502923,PD502923,Conector en T Follet,1.0,1.0,0.0,1.0,1.0,,220.0,0,220.0,2026-04-15T00:00:00,Act Nov 2025
393,426799-01,426799-01,Conector para interruptor HOSHIZAKI,4.0,2.0,0.0,2.0,2.0,,426.93,0,426.93,,
394,957910,957910,"Conjunto de tapa, deposito serie 7 follet",1.0,1.0,0.0,1.0,1.0,,3639.9,0,3639.9,2026-04-15T00:00:00,Act Nov 2025
395,2006589,2006589,Contactores 1 pole 115v MANITOWOC,2.0,2.0,0.0,2.0,2.0,,793.0,0,793.0,2025-10-23T00:00:00,Act Nov 2025
396,576517,576517,Control de espesor de hielo GENERICO,10.0,10.0,0.0,10.0,10.0,,211.27,0,211.27,,Act Nov 2025
397,4A7080G01,4A7080G01,Flotador de control de nivel de agua HOSHIZAKI,1.0,1.0,0.0,1.0,1.0,,1025.86,0,1025.86,,
398,ICE24,ICE24,Interruptor de purga,4.0,0.0,0.0,0.0,4.0,,272.09,0,272.09,,Vigencia de precio
399,10510,10510,Interruptor magnetico de cortina  MANITOWOC,2.0,2.0,0.0,2.0,2.0,,650.0,0,650.0,,Vigencia de precio
400,9101379-01,9101379-01,Interruptor Magnetico ICE O MATIC,2.0,2.0,0.0,2.0,2.0,,0,19.86,417.06,2025-03-25T00:00:00,Act Nov 2076
401,102147701,102147701,Kit interruptor magnetico KOLD-DRAFT,2.0,2.0,0.0,2.0,2.0,,0,106.23,0.0,,Act Nov 2025
402,3032819-01S,3032819-01S,Manguera para bin ICE O MATIC,1.0,1.0,0.0,1.0,1.0,,2300.0,0,2300.0,,Vigencia de precio
403,9161031-01,9161031-01,Motor reductor 3W 230V ICE O MATIC,1.0,1.0,0.0,1.0,1.0,,1102.0,0,1102.0,,Vigencia de precio
404,516101501,516101501,"Motorreductor actuador, 115 V, 50/60 Hz KOLD-DRAFT",1.0,1.0,0.0,1.0,1.0,,0,155.0,0.0,,Act Nov 2025
405,2007579,2007579,Relay 400 VAC MANITOWOC,1.0,1.0,0.0,1.0,1.0,,800.0,0,800.0,,Vigencia de precio
406,LY2N-J,LY2N-J,Relay para maquina de hielo UNIVERSAL,3.0,3.0,0.0,3.0,3.0,,390.0,0,390.0,,Act Nov 2025
407,481332M01,481332M01,Resorte muelle HOSHIZAKI,2.0,0.0,0.0,0.0,0.0,,1158.57,0,1158.57,,
408,2006549,2006549,Sonda de nivel de agua MANITOWOC,1.0,1.0,0.0,1.0,1.0,,1323.0,0,1323.0,,Act Nov 2025
409,3013270-01,3013270-01,Soporte en Z para agua ICE O MATIC,1.0,1.0,0.0,1.0,1.0,,890.0,0,890.0,,Vigencia de precio
410,00000-8309,00000-8309,Tarjeta de control  MANITOWOC,1.0,1.0,0.0,1.0,1.0,,13424.0,0,13424.0,,Act Nov 2025
411,4H2582G01,4H2582G01,Tornillo para deposito de agua HOSHIZAKI,2.0,2.0,0.0,2.0,2.0,,741.95,0,741.95,2025-02-27T00:00:00,
412,4A1551-01,4A1551-01,Tubo de goma HOSHIZAKI,1.0,1.0,0.0,1.0,1.0,,910.3,0,910.3,2025-02-27T00:00:00,
413,1767,1767,Valvula de descarga 120 v MANITOWOC 000014062,1.0,0.0,0.0,0.0,0.0,,1797.0,0,1797.0,,Act Nov 2025
414,00000-7965,00000-7965,Valvula entrada de agua MANITOWOC,2.0,2.0,0.0,2.0,2.0,,3457.0,0,3457.0,,Vigencia de precio
415,11-0564-02,11-0564-02,Valvula selenoide de 240v SCOTTMAN,1.0,1.0,0.0,1.0,1.0,,0,102.1,2144.1,,Act Nov 2025
419,40.06.625P,40.06.625P,"Arnés De Cables, Bomba Rational",1.0,1.0,0.0,1.0,1.0,,629.65,0,629.65,2026-04-23T00:00:00,
420,PALISLA049,PALISLA049,Aspa grande de licuadora INTERNATIONAL,1.0,0.0,0.0,0.0,0.0,,719.52,0,719.52,,
421,BARRIL-1/4,BARRIL-1/4,Barril 1/4,3.0,3.0,0.0,3.0,3.0,,11.12,0,11.12,,
422,BARRIL-3/8,BARRIL-3/8,Barril 3/8,3.0,3.0,0.0,3.0,3.0,,7.78,0,7.78,,
423,PILOTO-1/4,PILOTO-1/4,Block piloto 1/4,1.0,1.0,0.0,1.0,1.0,,266.45,0,266.45,,
424,"BP1/4""","BP1/4""",Block piloto 1/4 QUEMAID,10.0,11.0,0.0,11.0,11.0,,44.0,0,44.0,,Act Feb 2026
425,"BP3/16""","BP3/16""",Block piloto 3/16 QUEMAID,9.0,9.0,0.0,9.0,9.0,,40.0,0,40.0,,Act Feb 2026
426,BLOCK 3-16,BLOCK 3-16,Block piloto sencillo de 3/16,3.0,0.0,0.0,0.0,0.0,,144.83,0,144.83,,
427,56.01.024P,56.01.024P,Bomba de vaciado,2.0,2.0,0.0,2.0,2.0,,688.59,0,688.59,,Vigencia de precio
428,156029,156029,"Bombilla transparente W 40 ,V 130 DUKE",4.0,4.0,0.0,4.0,4.0,,188.06,0,188.06,,Vigencia de precio
429,W10380496,W10380496,Carbones para batidora,3.0,3.0,0.0,3.0,1.0,,147.5,0,147.5,,
430,PK2CB,PK2CB,Carbones para motor Licuadora Vitamix San-son Omniblend Ceos,1.0,1.0,0.0,1.0,1.0,,600.0,0,600.0,,
431,CEPILLO,CEPILLO,Cepillo de alambre con mango curvo,4.0,4.0,0.0,4.0,4.0,,100.0,0,100.0,,
432,00-497586-00001,00-497586-00001,Cerradura de rodillo para puerta Vulcan,1.0,2.0,0.0,2.0,2.0,,774.93,0,774.93,2026-04-23T00:00:00,
433,2J-306342,2J-306342,"Conjunto de tubo piloto y punta, 3/16"", H-241 WELLS",1.0,1.0,0.0,1.0,1.0,,398.5,0,398.5,,
434,8003029,8003029,Conjunto piloto y electrodo gas natural DUKE,4.0,4.0,0.0,4.0,4.0,,671.75,0,671.75,,Vigencia de precio
435,35-625906-011,35-625906-011,Control de encendido 24 vac FENWAL,1.0,1.0,0.0,1.0,1.0,,5900.0,0,5900.0,,Vigencia de precio
436,44-1266044122,44-1266044122,Control de encendido FENWAL/BLODGETT,1.0,1.0,0.0,1.0,1.0,,3100.0,0,3100.0,,Vigencia de precio
437,00-913102-00292,00-913102-00292,Control de encendido por chispa Vulcan,1.0,1.0,0.0,1.0,1.0,,3500.0,0,3500.0,2026-04-13T00:00:00,Act Nov 2025
438,9706529,9706529,Engrane metalico inferior Batidora KITCHEN AID,2.0,2.0,0.0,2.0,2.0,,450.0,0,450.0,,
439,WPW10112253,WPW10112253,Engrane para batidora plastico KITCHEN AID,2.0,2.0,0.0,2.0,2.0,,199.9,0,199.9,,
440,ESPREA,ESPREA,Esprea de capote,4.0,4.0,0.0,4.0,4.0,,25.65,0,25.65,,
442,681027,681027,Fan motor 120v ALTO-SHAAM,1.0,1.0,0.0,1.0,1.0,,0,135.0,2835.0,2025-08-06T00:00:00,
443,FILTRO-PITCO,FILTRO-PITCO,Filtros de papel para freidora Pitco PP10613 14.5 x 22.5cm,19.0,10.0,9.0,19.0,19.0,,2200.0,0,2200.0,,
444,BT-15,BT-15,Foco acorazanado 95watts,5.0,1.0,0.0,1.0,1.0,,120.0,0,120.0,2025-03-18T00:00:00,
445,66740,66740,Foco Halogeno para Horno 25w EUROPAN,2.0,2.0,0.0,2.0,2.0,,344.0,0,344.0,,Act Nov 2025
446,CBT-322-126,CBT-322-126,"Hoja De Sierra De Cinta, 126"" X 5/8"" X 0,22"", 3 Dientes Por Pulgada TORREY",3.0,3.0,0.0,3.0,3.0,,250.0,0,250.0,,
447,CBT-322-77,CBT-322-77,"Hoja De Sierra De Cinta, 77"" X 5/8"" X 0,22"", 3 Dientes Por Pulgada TORREY",2.0,2.0,0.0,2.0,2.0,,150.0,0,150.0,,
448,421167,421167,Interruptor de encendido ALTO-SHAAM,1.0,1.0,0.0,1.0,1.0,,842.6,0,842.6,2025-08-06T00:00:00,
449,000-891,000-891,Juego de engranes de transimision VITAMIX,2.0,0.0,0.0,0.0,0.0,,349.33,0,349.33,,
450,60.70.464,60.70.464,Kit De Conexion para Modelos 61 A 202 RATIONAL,1.0,1.0,0.0,1.0,1.0,,1300.0,0,1300.0,,
451,8720.1571,8720.1571,"Kit de reequipamiento, tornillo, pasador recto RATIONAL",1.0,1.0,0.0,1.0,1.0,,626.52,0,626.52,,
452,5017541,5017541,Kit de servicio de encendido ALTO-SHAAM,1.0,1.0,0.0,1.0,1.0,,4900.0,0,4900.0,,Vigencia de precio
453,8184652,8184652,Magnetron para horno,4.0,4.0,0.0,4.0,4.0,,800.0,0,800.0,,Act Nov 2025
454,11-0404-RP,11-0404-RP,Mando de control (perilla) EVO,2.0,0.0,0.0,0.0,0.0,,813.0,0,813.0,,Vigencia de precio
455,70100801619L,70100801619L,Micro switch para horno DRAGO 21A 250V,1.0,1.0,0.0,1.0,1.0,,101.25,0,101.25,,
456,NIPLECAMISA-1/4,NIPLECAMISA-1/4,Niple camisa 1/4,3.0,3.0,0.0,3.0,3.0,,123.87,0,123.87,,
457,PBDR,PBDR,Perilla bakelita doble roja QUEMAID,5.0,5.0,0.0,5.0,5.0,,50.0,0,50.0,,Act Feb 2026
458,PBTL,PBTL,Perilla bakelita linea QUEMAID,5.0,5.0,0.0,5.0,5.0,,25.0,0,25.0,,Act Feb 2026
459,PBTMG,PBTMG,Perilla bakelita moño grande QUEMAID,5.0,5.0,0.0,5.0,5.0,,25.0,0,25.0,,Act Feb 2026
460,PBTML,PBTML,Perilla bakelita moño largo QUEMAID,5.0,5.0,0.0,5.0,5.0,,25.0,0,25.0,,Act Feb 2026
461,PBTM,PBTM,Perilla bakelita moño QUEMAID,5.0,5.0,0.0,5.0,5.0,,25.0,0,25.0,,Act Feb 2026
462,PBTP,PBTP,Perilla bakelita punto QUEMAID,5.0,5.0,0.0,5.0,5.0,,25.0,0,25.0,,Act Feb 2026
463,PBTRN,PBTRN,Perilla bakelita rombo negra QUEMAID,5.0,5.0,0.0,5.0,5.0,,25.0,0,25.0,,Act Feb 2026
464,PBTR,PBTR,Perilla bakelita rombo QUEMAID,5.0,5.0,0.0,5.0,5.0,,25.0,0,25.0,,Act Feb 2026
465,PBTC,PBTC,Perilla bakelita tipo c QUEMAID,5.0,5.0,0.0,5.0,5.0,,25.0,0,25.0,,Act Feb 2026
466,PBTF,PBTF,Perilla bakelita tipo flama QUEMAID,5.0,2.0,0.0,2.0,2.0,,25.0,0,25.0,,Act Feb 2026
467,PBQR,PBQR,Perilla bakelita tipo q roja QUEMAID,5.0,0.0,0.0,0.0,0.0,,25.0,0,25.0,,Act Feb 2026
468,PER-100200,PER-100200,Perilla de 100-200 C,3.0,3.0,0.0,3.0,3.0,,148.0,0,148.0,,Act Nov 2025
469,39832,39832,Perilla de acero linea indicadora IMPERIAL,8.0,8.0,0.0,8.0,8.0,,1050.0,0,1050.0,,Act Nov 2025
470,PER-TRIAN-FERRO,PER-TRIAN-FERRO,Perilla Ferro triangular FERRO,5.0,2.0,0.0,2.0,2.0,,65.3,0,65.3,,Act Nov 2025
471,PMCHAZUL,PMCHAZUL,Perilla metalica chica azul QUEMAID,5.0,5.0,0.0,5.0,5.0,,110.0,0,110.0,,Act Feb 2026
472,PMCHNEGRA,PMCHNEGRA,Perilla metalica chica negra QUEMAID,5.0,5.0,0.0,5.0,5.0,,110.0,0,110.0,,Act Feb 2026
473,PMCHROJA,PMCHROJA,Perilla metalica chica roja QUEMAID,5.0,5.0,0.0,5.0,5.0,,110.0,0,110.0,,Act Feb 2026
474,PMTA,PMTA,Perilla metalica tipo asber QUEMAID,5.0,5.0,0.0,5.0,4.0,,150.0,0,150.0,,Act Feb 2026
475,PMTCAZUL,PMTCAZUL,Perilla metalica tipo c azul QUEMAID,5.0,5.0,0.0,5.0,5.0,,150.0,0,150.0,,Act Feb 2026
476,PMTCNEGRA,PMTCNEGRA,Perilla metalica tipo c negra QUEMAID,5.0,5.0,0.0,5.0,5.0,,150.0,0,150.0,,Act Feb 2026
477,PMTCROJA,PMTCROJA,Perilla metalica tipo c roja QUEMAID,5.0,5.0,0.0,5.0,5.0,,150.0,0,150.0,,Act Feb 2026
478,PER-60250,PER-60250,Perilla Negra 60-250 C,10.0,10.0,0.0,10.0,10.0,,152.0,0,152.0,,Act Nov 2025
479,PER-UNIV-N,PER-UNIV-N,Perilla negra s/n,0.0,0.0,0.0,0.0,0.0,,145.0,0,145.0,,Act Nov 2025
480,PER-UNIV-R,PER-UNIV-R,Perilla para estufa roja,3.0,3.0,0.0,3.0,3.0,,190.0,0,190.0,,Vigencia de precio
481,PERILLAESTUFASANSON,PERILLAESTUFASANSON,Perilla para estufa SANSON,1.0,1.0,0.0,1.0,1.0,,100.0,0,100.0,,Vigencia de precio
482,PER-200400,PER-200400,Perilla para freidora 200-400C,1.0,1.0,0.0,1.0,1.0,,190.0,0,190.0,,Act Nov 2025
483,PER-30-120,PER-30-120,Perilla para termostato 30-120,1.0,1.0,0.0,1.0,1.0,,180.0,0,180.0,,Act Nov 2025
484,PERILLASANSON,PERILLASANSON,Perilla para termostato horno SANSON,1.0,1.0,0.0,1.0,1.0,,100.0,0,100.0,,Vigencia de precio
485,S/N,S/N,Piloto completo para boiler,1.0,1.0,0.0,1.0,1.0,,212.73,0,212.73,,Vigencia de precio
486,1291,1291,Piloto para horno IMPERIAL,0.0,0.0,0.0,0.0,0.0,,1085.58,0,1085.58,2025-05-02T00:00:00,
487,PILOTOHONGOSANSON,PILOTOHONGOSANSON,Piloto tipo hongo con opresor SANSON,4.0,4.0,0.0,4.0,4.0,,60.0,0,60.0,,Vigencia de precio
488,1542800,1542800,"Quemador de salamandra Infrarrojos, 38,1 x 20,32 cm GARLAND",1.0,1.0,0.0,1.0,1.0,,6500.0,0,6500.0,,Act Nov 2025
489,56463,56463,Quemador piloto gas natural BLODGETT,0.0,0.0,0.0,0.0,0.0,,4111.95,0,4111.95,,
490,511379,511379,Quemador piloto natural GARGLAND,0.0,0.0,0.0,0.0,0.0,,380.0,0,380.0,,Vigencia de precio
491,145010,145010,Quemador piloto TARGET SIT 1 Llama Dx 0.145.010 GARGLAND,2.0,2.0,0.0,2.0,2.0,,450.0,0,450.0,,Vigencia de precio
492,REDBUSHING-3/4,REDBUSHING-3/4,Reducción Bushing 1 1/4 a 3/4,2.0,2.0,0.0,2.0,2.0,,127.03,0,127.03,,
493,CMS-3/4,CMS-3/4,Regulador lobo 3/4 0.8m7hr CMS,1.0,1.0,0.0,1.0,1.0,,540.0,0,540.0,,
494,SENSORJ-CASM,SENSORJ-CASM,Sensor J CASMANK,3.0,3.0,0.0,3.0,3.0,,449.0,0,449.0,,
495,PT-100,PT-100,Sensor J SANSON,1.0,1.0,0.0,1.0,1.0,,900.0,0,900.0,,Vigencia de precio
496,BA-39987,BA-39987,Tablero de adaptadores ALTO-SHAAM,2.0,2.0,0.0,2.0,2.0,,3200.0,0,3200.0,,Vigencia de precio
497,37439,37439,Tarjeta de control para deshidratador WARING,2.0,2.0,0.0,2.0,2.0,,0.0,35.3,741.3,,Act Nov 2025
498,TCABOS0002,TCABOS0002,Tarjeta electronica HC SANSON/ASSERT,1.0,1.0,0.0,1.0,1.0,,9500.0,0,9500.0,,
500,9511295,9511295,"Termocople de 60"" para horno",2.0,2.0,0.0,2.0,2.0,,290.0,0,290.0,,
501,S/N,S/N,"Tubo piloto de 3/16 24""",3.0,0.0,0.0,0.0,0.0,,351.17,0,351.17,,
502,TUERCA-4/8,TUERCA-4/8,Tuerca de 4/8,0.0,0.0,0.0,0.0,0.0,,18.0,0,18.0,,
503,TUERCA-5/8,TUERCA-5/8,Tuerca de 5/8,5.0,5.0,0.0,5.0,5.0,,20.0,0,20.0,,
504,FBV-3C,FBV-3C,Válvula de bola de latón WATTS,0.0,0.0,0.0,0.0,0.0,,430.0,0,430.0,,Vigencia de precio
505,9043056,9043056,Válvula de Paso 3/4(25) DURMAN,1.0,1.0,0.0,1.0,1.0,,195.0,0,195.0,,Act Nov 2025
506,VALVULASANSON,VALVULASANSON,Valvula para estufa SANSON,1.0,1.0,0.0,1.0,1.0,,250.0,0,250.0,,Vigencia de precio
507,1346G,1346G,Valvula para horno,5.0,5.0,0.0,5.0,5.0,,390.0,0,390.0,,
508,311847,311847,Valvula para horno tuerca 3/8 IUSA,1.0,1.0,0.0,1.0,1.0,,86.16,0,86.16,,
509,VRI,VRI,Valvula regulable importada QUEMAID,4.0,4.0,0.0,4.0,4.0,,150.0,0,150.0,,Act Feb 2026
510,14496,14496,"Valvula solenoide a 220 V, triturador InSinkerator",1.0,1.0,0.0,1.0,1.0,,0,306.0,6426.0,2025-06-24T00:00:00,
514,1830-707,1830-707,Conjunto piloto electrodo 2SL-6EL,5.0,5.0,0.0,5.0,5.0,,1100.0,0,1100.0,,
515,41-224,41-224,Encendedor de superficie SOUTHBEND RANGE Modelo BGS CG GB GS SLGB STRG,1.0,1.0,0.0,1.0,1.0,,890.0,0,890.0,,
516,41-225,41-225,Encendedor ignitor Bakers Pride M2140A 24 V,1.0,1.0,0.0,1.0,1.0,,890.0,0,890.0,,
517,1751-012,1751-012,Perilla beige para valvula de gas,3.0,3.0,0.0,3.0,3.0,,109.0,0,109.0,,
518,1830-491,1830-491,Piloto 3 vias tipo T Corto,2.0,0.0,0.0,0.0,0.0,,388.66,0,388.66,2026-02-03T00:00:00,
519,1980-024,1980-024,"Termocople universal de 24""",10.0,0.0,0.0,0.0,0.0,,142.76,0,142.76,,
520,1980-036,1980-036,"Termocople universal de 36""",10.0,2.0,0.0,2.0,2.0,,162.07,0,162.07,,
521,1980-048,1980-048,"Termocople universal de 48""",10.0,7.0,0.0,7.0,7.0,,149.5,0,149.5,,
522,1980-060,1980-060,"Termocople universal de 60""",10.0,9.0,0.0,9.0,9.0,,169.99,0,169.99,,
523,1980-072,1980-072,"Termocople universal de 72""",10.0,4.0,0.0,4.0,4.0,,183.57,0,183.57,,
524,1950-001,1950-001,Termopila para valvula minivolt,4.0,4.0,0.0,4.0,4.0,,607.07,0,607.07,,Act Feb 2026
525,4200-514,4200-514,Termostato para horno 149°C a 343°C,2.0,2.0,0.0,2.0,2.0,,4000.0,0,4000.0,,
526,4350-029,4350-029,Termostato para horno GARGLAND/ROBERTSHAW,2.0,3.0,0.0,3.0,3.0,,4410.0,0,4410.0,,
527,4626-001,4626-001,Valvula para estufa universal,5.0,1.0,0.0,1.0,1.0,,325.0,0,325.0,,
531,TG905,TG905,Bandeja GN 1/1 H20 esmaltada,4.0,4.0,0.0,4.0,4.0,,790.02,0,790.02,,Vigencia de precio
532,TG944,TG944,Bandeja plana inoxidable tocino simple,4.0,4.0,0.0,4.0,4.0,,942.48,0,942.48,,Vigencia de precio
533,KCE1095A,KCE1095A,"Cable De La Placa De Control, 4 polos, 2M",2.0,1.0,0.0,1.0,1.0,,779.6,0,779.6,,Act Nov 2025
534,KCN1003A,KCN1003A,Capacitor 6.5 UF,5.0,2.0,0.0,2.0,0.0,,634.7,0,634.7,2025-08-13T00:00:00,Act Nov 2025
535,KVE1115A,KVE1115A,"Contactor, Mini, 230 Volt, 20 Amp, 4 Pole",3.0,3.0,0.0,3.0,2.0,,996.95,0,996.95,,Act Nov 2025
536,KVT1200A,KVT1200A,Cubierta de lampara para horno,2.0,2.0,0.0,2.0,2.0,,417.35,0,417.35,,Act Nov 2025
537,KGN1354A,KGN1354A,Empaque Horno Rossella,2.0,1.0,0.0,1.0,1.0,,953.48,0,953.48,,Act Nov 2025
538,KGN1574A,KGN1574A,Empaque para fermentadora,2.0,2.0,0.0,2.0,2.0,,1286.75,0,1286.75,2025-06-06T00:00:00,Act Nov 2025
539,KGN1352A,KGN1352A,Empaque para horno Arianna,2.0,0.0,0.0,0.0,0.0,,881.03,0,881.03,,Vigencia de precio
540,KGN1235B,KGN1235B,Empaque para horno Line micro XF023,1.0,1.0,0.0,1.0,1.0,,707.0799999999999,0,707.0799999999999,,Vigencia de precio
541,KGN1631A,KGN1631A,Empaque para horno XEVC-1011-GPRM,1.0,1.0,0.0,1.0,1.0,,1504.1,0,1504.1,,Act Nov 2025
542,KGN1432B,KGN1432B,Empaque para Speed Pro,3.0,3.0,0.0,3.0,3.0,,3437.8,0,3437.8,2025-05-07T00:00:00,Act Nov 2025
543,KVM2505A,KVM2505A,Empuja cristal doble puerta,3.0,2.0,0.0,2.0,2.0,,410.82,0,410.82,2025-09-30T00:00:00,Act Nov 2025
544,XHC003,XHC003,Filtro pure,1.0,1.0,0.0,1.0,0.0,,5002.72,0,5002.72,2024-05-02T00:00:00,Vigencia de precio
545,KCN1010A,KCN1010A,Kit capacitor condensador 3.5 UF,2.0,2.0,0.0,2.0,2.0,,497.76,0,497.76,2025-08-28T00:00:00,Act Nov 2025
546,KCE1096A,KCE1096A,"Kit De Cable Control De Alimentación, 4 Polos, 3M",2.0,0.0,0.0,0.0,0.0,,852.05,0,852.05,,
547,KCE1065A,KCE1065A,Kit de cable microfit 4P-500MM,1.0,1.0,0.0,1.0,1.0,,533.27,0,533.27,,Act Nov 2025
548,KEL1115A,KEL1115A,Kit de fijación en T (10 pzs),2.0,2.0,0.0,2.0,2.0,,1069.4,0,1069.4,2025-02-20T00:00:00,Act Nov 2025
549,XUC001,XUC001,Kit de primera instalacion,1.0,0.0,0.0,0.0,0.0,,3226.98,0,3226.98,,
550,KPE1059A,KPE1059A,Kit de soporte USB,1.0,1.0,0.0,1.0,1.0,,1431.65,0,1431.65,,Vigencia de precio
551,KPE2038A,KPE2038A,Kit de tarjeta de energia,0.0,0.0,0.0,0.0,0.0,,8694.0,0,8694.0,,
552,KSN1022A,KSN1022A,Kit de temperatura para camara,1.0,1.0,0.0,1.0,1.0,,2121.41,0,2121.41,,Vigencia de precio
553,KTM1005A,KTM1005A,Kit de temperizador 60 min,3.0,2.0,0.0,2.0,2.0,,1141.85,0,1141.85,2025-08-13T00:00:00,Act Nov 2025
554,KTR1100A,KTR1100A,Kit de termostato 269 C,2.0,2.0,0.0,2.0,1.0,,779.6,0,779.6,2025-08-13T00:00:00,Act Nov 2025
555,KTR1136A,KTR1136A,"Kit De Termostato De Seguridad, 330C",3.0,3.0,0.0,3.0,2.0,,1504.1,0,1504.1,,Vigencia de precio
556,KTR1161A,KTR1161A,"Kit De Termostato De Seguridad, 350C",1.0,1.0,0.0,1.0,1.0,,1504.1,0,1504.1,2025-07-10T00:00:00,Act Nov 2025
557,KVL1005A,KVL1005A,Kit De Trampa En U,3.0,3.0,0.0,3.0,3.0,,779.6,0,779.6,,Act Nov 2025
558,KVT1380A,KVT1380A,Kit de vidrio de cierre de guía de ondas speed X,1.0,1.0,0.0,1.0,1.0,,2518.0,0,2518.0,,Act Nov 2025
559,KGN1628A,KGN1628A,Kit empaque 0311,1.0,1.0,0.0,1.0,1.0,,1286.75,0,1286.75,,Act Nov 2025
560,KVL1102A,KVL1102A,Kit filtro de valvula no retorno detergente,2.0,1.0,0.0,1.0,1.0,,634.7,0,634.7,2025-09-30T00:00:00,Act Nov 2025
561,KVE1020B,KVE1020B,Kit micro porta,2.0,2.0,0.0,2.0,2.0,,779.6,0,779.6,,Act Nov 2025
562,KPE1438A,KPE1438A,Kit panel de control cap speed.pro,1.0,0.0,0.0,0.0,0.0,,10682.8,0,10682.8,,
563,KPE2260A,KPE2260A,Kit tarjeta de potencia BL SHOP.PRO 230V,1.0,1.0,0.0,1.0,1.0,,3437.8,0,3437.8,,Vigencia de precio
564,KPE2102A,KPE2102A,Kit tarjeta de potencia LED/TOUCH/MASTER speed,1.0,1.0,0.0,1.0,1.0,,3270.45,0,3270.45,,Vigencia de precio
565,GRP815,GRP815,Parrilla GN 1/1 inoxidable a vapor,4.0,4.0,0.0,4.0,4.0,,1219.68,0,1219.68,,Vigencia de precio
566,GRP806,GRP806,Parrilla inox GN 1/1 lisa abrillantadora,3.0,3.0,0.0,3.0,3.0,,635.1,0,635.1,,Vigencia de precio
567,YA3A0524,YA3A0524,Prueba de dureza de carbonos,3.0,3.0,0.0,3.0,3.0,,150.0,0,150.0,,Vigencia de precio
568,TG126,TG126,Recipiente semirrígido antiadherente,1.0,1.0,0.0,1.0,1.0,,690.0,0,690.0,,Vigencia de precio
569,KGN1240A,KGN1240A,Sello de silicona para vidrio,1.0,0.0,0.0,0.0,1.0,,350.0,0,350.0,2026-04-20T00:00:00,Vigencia de precio
570,XHC010,XHC010,Sistema de filtracion resina,1.0,0.0,0.0,0.0,0.0,,1938.8,0,1938.8,2024-08-20T00:00:00,
571,KVL1026A,KVL1026A,Tubo De Drenaje Codo,1.0,1.0,0.0,1.0,1.0,,541.23,0,541.23,,Act Nov 2025
575,PSA1242,PSA1242,Kit de conjunto calentador resistencia MERRYCHEF,1.0,1.0,0.0,1.0,1.0,,8015.0,0,8015.0,,
576,HIDAMP12,HIDAMP12,"Persiana de ventilación 12"" de 14.96 x 14.39 x 1.38""",5.0,0.0,0.0,0.0,5.0,,400.0,0,400.0,2026-05-18T00:00:00,
577,R02.08.010D.00,R02.08.010D.00,"Resistencia 120 V, 800 W, GR-48 HATCO",2.0,2.0,0.0,2.0,2.0,,868.0,0,868.0,,
578,R02.08.143E.00,R02.08.143E.00,"Resistencia 220 V, 1250 W, GR54 HATCO",2.0,1.0,0.0,1.0,1.0,,1432.32,0,1432.32,,
579,"RES-12""","RES-12""","Resistencia de 12"" 1/2",2.0,1.0,0.0,1.0,1.0,,330.0,0,330.0,,
580,LC-48,LC-48,Resistencia electrica 120V 1100W INTERNATIONAL,1.0,1.0,0.0,1.0,1.0,,812.7,0,812.7,2025-02-27T00:00:00,
581,FAB-RES115-1500W,FAB-RES115-1500W,Resistencia M 20 cm ancho x 46 cm largo 115V 1500 WATSS,2.0,1.0,0.0,1.0,1.0,,1419.0,0,1419.0,,
582,DZ-400,DZ-400,Resistencia para maquina al vacio dz-400 MIGSA,2.0,1.0,0.0,1.0,1.0,,219.0,0,219.0,,
583,030S00,030S00,Resistencia plana,1.0,1.0,0.0,1.0,1.0,,290.0,0,290.0,,
584,RES-PLAN,RES-PLAN,Resistencia plana de 9.5 mm x 1.58 mm de ancho x metro,2.0,2.0,0.0,2.0,2.0,,1074.0,0,1074.0,,
588,TEFLONMT,TEFLONMT,Teflon para maquina al vacio CAJA,3.0,1.0,0.0,1.0,1.0,,345.0,0,345.0,2025-02-14T00:00:00,
