source_row,key,modelo,descripcion,stock,tienda,bodega,location_sum,inventario_fisico_final,cantidad_a_importar,costo_unitario_pesos,costo_unitario_dolares,total_costo_unitario_pesos,fecha_adq,vigencia
181,N00158OS1P56,N00158OS1P56,Motor eléctrico weg monofásico 1.5 hp 4 polos 120v/220v WEG,1.0,0.0,0.0,0.0,0.0,,2854.99,0,2854.99,,Act Nov 2025
182,1150456NG2,1150456NG2,Motor Monofásico 1.5Hp 115/230V 1800Rp High Power ELECTROMEX,1.0,0.0,0.0,0.0,0.0,,2800.0,0,2800.0,,Act Nov 2025
183,N00218OS1P56,N00218OS1P56,Motor Monofasico 2 Hp 1750 Rpm en Baja 110/220v WEG,1.0,0.0,1.0,1.0,1.0,,3903.67,0,3903.67,,Act Nov 2025
184,PCL5,PCL5,"Polea BandaV diametro 4.92"" para flecha 5/8",1.0,0.0,0.0,0.0,0.0,,518.0,0,518.0,,
186,ROJAS-4X11/8F,ROJAS-4X11/8F,"Rueda loca con freno fijas de 4"" de alto x 1 1/8 de ancho ROJAS",2.0,2.0,0.0,2.0,2.0,,550.0,0,550.0,,Vigencia de precio
187,ROJAS-4X11/8,ROJAS-4X11/8,"Rueda loca fijas de 4"" de alto x 1 1/8 de ancho ROJAS",2.0,2.0,0.0,2.0,2.0,,550.0,0,550.0,,Vigencia de precio
188,GSW-5X11/8F,GSW-5X11/8F,"Rueda locas fijas con freno de 5"" de alto x 1 1/8 "" de ancho GSW",4.0,4.0,0.0,4.0,4.0,,650.0,0,650.0,,Vigencia de precio
189,GSW-5X11/8,GSW-5X11/8,"Rueda locas fijas de 5"" de alto x 1 1/8 "" de ancho GSW",4.0,4.0,0.0,4.0,4.0,,650.0,0,650.0,,Vigencia de precio
190,RUEBAST-3X11/8,RUEBAST-3X11/8,"Ruedas locas con bastago de 3"" de alto x 1 1/8 de ancho",2.0,0.0,0.0,0.0,0.0,,490.0,0,490.0,,Vigencia de precio
191,RUEBAST-3X11/8F,RUEBAST-3X11/8F,"Ruedas locas con bastago freno de 3"" de alto x 1 1/8 de ancho",2.0,0.0,0.0,0.0,0.0,,490.0,0,490.0,,Vigencia de precio
195,JOKER,JOKER,Elaboracion especial de jokey bar en acero inoxidable C-18 grado 304. Dimensiones 1.50 m x 0.62 m x 0.75 m,0.0,0.0,0.0,0.0,0.0,,20422.39053708333,0,20422.39053708333,,
196,BASE-12,BASE-12,"Fabricacion de base para estufa 12"" C18 con regatones",1.0,1.0,0.0,1.0,1.0,,4882.376799157219,0,4882.376799157219,,Act Mar 2026
197,BASE-24,BASE-24,"Fabricacion de base para estufa 24""  C18 con regatones",1.0,0.0,0.0,0.0,0.0,,4882.376799157219,0,4882.376799157219,,Act Mar 2026
198,BASE-25,BASE-25,"Fabricacion de base para parrilla 25"" C18 con regatones",2.0,2.0,0.0,2.0,2.0,,5397.037221657219,0,5397.037221657219,,Act Mar 2026
199,BASE-36,BASE-36,"Fabricacion de base para plancha 36"" C18 con regatones",2.0,3.0,0.0,3.0,3.0,,5875.877900407218,0,5875.877900407218,,Act Mar 2026
200,FREGA-MESA,FREGA-MESA,Fregadero con mesa en acero T-304 C-18. Medidas: 90x74x90,1.0,1.0,0.0,1.0,1.0,,11038.6,0,11038.6,,
201,MESA-TRAB120,MESA-TRAB120,"Mesa de trabajo acero T-304, C-18. 120 x 70 x 90 cm con entrepaño",1.0,1.0,0.0,1.0,1.0,,8486.139129157218,0,8486.139129157218,,Act Mar 2026
202,MESA-TRAB200RESP,MESA-TRAB200RESP,"Mesa de trabajo con respaldo acero T-304, C18. 200 x 70 x 90 cm con entrepaño",1.0,1.0,0.0,1.0,1.0,,13391.57900415722,0,13391.57900415722,,Act Mar 2026
203,MESA-ISLA,MESA-ISLA,Mesa isla en acero T-304 C-18 con regatones. Medida: 77 x 90 x 90,0.0,0.0,0.0,0.0,0.0,,5677.42,0,5677.42,,
204,MESA-BATIDORA,MESA-BATIDORA,Mesa para batidora en acero T-304 C-18,1.0,1.0,0.0,1.0,1.0,,6832.88,0,6832.88,,
206,BASE-SALAMANDRA,BASE-SALAMANDRA,"Soporte para salamandra fabricado en acero inoxidable t-304, C18",1.0,1.0,0.0,1.0,1.0,,2021.409625,0,2021.409625,,
207,TARJA-100,TARJA-100,Tarja Sencilla 100 cm con descanso C18 con descanso,1.0,1.0,0.0,1.0,1.0,,7898.5,0,7898.5,,Act Mar 2026
208,TARJACARN-90,TARJACARN-90,Tarja tipo carnicero de una tina  calibre 18. Dimensiones 90 x 75 x 90,1.0,1.0,0.0,1.0,1.0,,7637.88,0,7637.88,,
209,TORRE-MARISCOS,TORRE-MARISCOS,Torre de mariscos con bandejas de 50 y 42cm con soportes,1.0,1.0,0.0,1.0,1.0,,2911.98,0,2911.98,,
214,00-417608-00001,00-417608-00001,"Cabezal quemador, hornilla HOBART",6.0,6.0,0.0,6.0,6.0,,750.0,0,750.0,,Vigencia de precio
215,223005-10,223005-10,"Obturador de aire 1"" GARGLAND",6.0,6.0,0.0,6.0,6.0,,198.0,0,198.0,,Vigencia de precio
219,00-417258-000G1,00-417258-000G1,Quemador frontal HOBART,3.0,3.0,0.0,3.0,3.0,,1190.0,0,1190.0,,Act Nov 2025
220,153027,153027,Quemador horno calentador izquierda DUKE,4.0,4.0,0.0,4.0,4.0,,686.43,0,686.43,,Vigencia de precio
222,00-417260-000G1,00-417260-000G1,Quemador trasero HOBART,3.0,3.0,0.0,3.0,3.0,,1380.0,0,1380.0,,Act Nov 2025
223,UNI-CLIMP,UNI-CLIMP,Quemadores Tipo Imperial Corto y Largo UNIVERSAL,5.0,2.0,3.0,5.0,5.0,,1200.0,0,1200.0,,Vigencia de precio
224,QTN,QTN,Quemador triple,2.0,0.0,0.0,0.0,2.0,,300.0,0,300.0,,Vigencia de precio
228,AK002111,AK002111,Espreas para valvula paso-53 CORIAT,10.0,10.0,0.0,10.0,10.0,,13.68,0,13.68,2025-05-14T00:00:00,Vigencia de precio
229,AF000307,AF000307,Parrillas para estufon CORIAT,4.0,3.0,0.0,3.0,3.0,,719.0,0,719.0,2025-05-10T00:00:00,Vigencia de precio
230,10269,10269,Perilla para estufa CORIAT,2.0,2.0,0.0,2.0,2.0,,232.37,0,232.37,,Vigencia de precio
231,160126,160126,Piloto completo para freidora CORIAT,2.0,2.0,0.0,2.0,2.0,,566.29,0,566.29,,Vigencia de precio
232,AK000504,AK000504,Piloto para horno CORIAT,4.0,4.0,0.0,4.0,4.0,,343.71,0,343.71,2025-05-07T00:00:00,Vigencia de precio
233,320199,320199,Quemador en U 54 cm CORIAT,2.0,2.0,0.0,2.0,2.0,,682.88,0,682.88,,Vigencia de precio
234,AK000004,AK000004,Quemador tipo polidoro 345mm CORIAT,4.0,4.0,0.0,4.0,4.0,,209.0,0,209.0,2025-04-14T00:00:00,Vigencia de precio
235,AC000402,AC000402,Termostato para horno ABJC CORIAT,2.0,2.0,0.0,2.0,2.0,,1942.94,0,1942.94,2025-05-07T00:00:00,Vigencia de precio
236,AC000205,AC000205,Valvula para estufa CORIAT,5.0,4.0,0.0,4.0,4.0,,277.59,0,277.59,2025-05-14T00:00:00,Vigencia de precio
240,514-3277-33,514-3277-33,Arrancador de compresor de pieza de climatización COPELAND EMERSON,1.0,1.0,0.0,1.0,1.0,,0,160.0,3360.0,,Vigencia de precio
241,ASMTRE0101,ASMTRE0101,"Aspa 4"" para motor esqueleto GENERICO",2.0,2.0,0.0,2.0,2.0,,40.0,0,40.0,,Act Nov 2076
243,801022,801022,"Aspa de ventilador, 7-3/4"", 5 aspas TRUE",2.0,2.0,0.0,2.0,2.0,,0.0,35.4,743.4,,Act Nov 2052
244,989719,989719,"Aspa de ventilador, AD7CCW39 UBA TRUE",0.0,0.0,0.0,0.0,0.0,,0.0,55.0,1155.0,,Act Nov 2051
245,947039,947039,"Aspa del ventilador, condensador, 8-3/4"" de diámetro, 5 aspas TRUE",1.0,1.0,0.0,1.0,1.0,,0.0,35.4,743.4,,Act Nov 2053
246,997816,997816,Bandeja de drenaje en espiral TRUE,1.0,1.0,0.0,1.0,1.0,,0.0,205.72,4320.12,,Act Nov 2046
247,823089,823089,Bisagra con muelle para puerta TRUE,1.0,1.0,0.0,1.0,1.0,,0.0,118.12,2480.52,,Act Nov 2030
248,870841,870841,Bisagra inferior izquierda TRUE,1.0,1.0,0.0,1.0,1.0,,0.0,92.67,1946.07,,Act Nov 2066
249,018F6264,018F6264,"Bobina para solenoide, BF220BS, Cable, 1.000 DANFOSS",1.0,1.0,0.0,1.0,1.0,,827.0,0,827.0,,Vigencia de precio
250,CAB-CALEF,CAB-CALEF,Cable calefactor para puertas de camara frigorifica por metro,17.0,17.0,0.0,17.0,17.0,,120.0,0,120.0,,Vigencia de precio
251,CAB-NIQ10,CAB-NIQ10,Cable cobre niquelado forro de F.V. y silicon 200-300 cal 10 x metro,90.0,90.0,0.0,90.0,90.0,,33.92,0,33.92,2025-07-28T00:00:00,Vigencia de precio
252,996869,996869,"Cable de alimentación, 126"", NEMA 5-15P, 14/3, SJTOW TRUE",2.0,2.0,0.0,2.0,2.0,,0.0,57.59,1209.39,,Act Nov 2054
253,CAB-ATC14300,CAB-ATC14300,"Cable para alta temperatura silicón y fibra 300° Calibre 14 Cobre Niquelado, 600v x mt",60.0,60.0,0.0,60.0,60.0,,32.85,0,32.85,2025-09-25T00:00:00,Vigencia de precio
254,QHA-6E,QHA-6E,"Cables para calentadores de puertas, 6ft, 42w, 120v QUALITY",1.0,1.0,0.0,1.0,1.0,,1200.0,0,1200.0,,Vigencia de precio
255,801805,801805,Calentador línea de drenaje TRUE,1.0,0.0,0.0,0.0,0.0,,0.0,44.56,935.76,,Act Nov 2025
256,969245,969245,"Capacitor, Run, 250 Volt, 12uf TRUE",1.0,1.0,0.0,1.0,1.0,,0.0,35.44,744.24,,Act Nov 2064
257,920158,920158,Clip de estanteria TRUE,13.0,13.0,0.0,13.0,13.0,,0.0,4.18,87.78,,Act Nov 2047
258,991567,991567,Componente de arranque True,1.0,1.0,0.0,1.0,1.0,,0,18.0,378.0,,Act Nov 2075
259,959083,959083,Compressor Overload True MST16AFN-3265,1.0,1.0,0.0,1.0,1.0,,0,36.0,756.0,2026-04-30T00:00:00,Vigencia de precio
260,189-227MFD,189-227MFD,Condensador Capacitor Arranque COLDTEK,1.0,1.0,0.0,1.0,1.0,,125.0,0,125.0,,Cancelado
261,207872,207872,"Conjunto de sonda LAE N.° TM-CBL-40M-01 4,0 con cable de cinta TRUE",1.0,1.0,0.0,1.0,1.0,,0,86.19,1809.99,,Act Nov 2068
262,816682,816682,Control Danffos ERC 113D TRUE,1.0,1.0,0.0,1.0,1.0,,0.0,131.42,2759.8199999999997,,Act Nov 2045
263,P70LB-1C,P70LB-1C,Control de presion dual automatica PENN,1.0,1.0,0.0,1.0,1.0,,1960.0,0,1960.0,,Act Nov 2076
264,848244,848244,Control de temperatura con pantalla TRUE,1.0,1.0,0.0,1.0,1.0,,0.0,384.72,8079.120000000001,,Act Nov 2025
265,800382,800382,"Control De Temperatura, 077B6856 Kit #077B7163 TRUE",1.0,1.0,0.0,1.0,1.0,,0.0,65.55,1376.55,,Act Nov 2042
266,TC-900E,TC-900E,Controlador digital baja temperatura,1.0,0.0,0.0,0.0,0.0,,739.39,0,739.39,,Act Nov 2076
267,CORT-HAW,CORT-HAW,Cortina Hawaianna,0.0,0.0,0.0,0.0,0.0,,1200.0,0,1200.0,,Vigencia de precio
268,810808,810808,"Empaque 25-5/8 ""x 26-5/8"", T-23-2/49-4 TRUE",2.0,2.0,0.0,2.0,2.0,,0.0,70.93,1489.5300000000002,,Act Nov 2049
269,932588,932588,Empaque de puerta TRUE,2.0,3.0,0.0,3.0,3.0,,0.0,70.93,1489.5300000000002,,Act Nov 2050
270,810878,810878,"Empaque Empaque, T-23-2/49-4 BTM BLK 2910 TRUE",2.0,2.0,0.0,2.0,2.0,,0.0,70.93,1489.5300000000002,,Act Nov 2048
271,0-6602,0-6602,Filtro deshidratador EMERSON,1.0,1.0,0.0,1.0,1.0,,265.0,0,265.0,,Vigencia de precio
272,945039,945039,Filtro dos entradas TRUE,1.0,0.0,0.0,0.0,0.0,,0.0,40.86,858.06,,Act Nov 2027
273,4303/2S,4303/2S,"Filtro secador , 032S, 1/4"" ODS, conexiones soldar CASTEL",1.0,1.0,0.0,1.0,1.0,,453.0,0,453.0,,Act Nov 2076
274,SLP25-80,SLP25-80,"Interrumpor baja presion Abre 25 psi Cierra 80 psi, 500 PP 3500 BP 1/4  SMART ELECTRIC",1.0,1.0,0.0,1.0,1.0,,0.0,65.0,1365.0,,Vigencia de precio
275,54127037,54127037,Interruptor controlador limit para horno AMANA,2.0,2.0,0.0,2.0,2.0,,150.0,0,150.0,2025-05-08T00:00:00,Vigencia de precio
276,800316,800316,Interruptor de congelación TRUE,1.0,1.0,0.0,1.0,1.0,,0.0,78.3,1644.3,,Act Nov 2026
277,MPS30-50,MPS30-50,Interruptor De Presion AQUEX,1.0,1.0,0.0,1.0,1.0,,650.0,0,650.0,,Vigencia de precio
278,205014,205014,"Junta de puerta, negra, 22-3/8"" x 25-3/8"", Tssu/Tuc/Twt-48/72",2.0,2.0,0.0,2.0,2.0,,0,70.93,1489.5300000000002,2025-06-17T00:00:00,Act Nov 2072
279,211676,211676,"Junta de puerta, negra, 25-11/16 x 25-1/2"", T-23G-2",1.0,1.0,0.0,1.0,1.0,,0,70.93,1489.5300000000002,2025-06-17T00:00:00,Act Nov 2073
280,805143,805143,Kit conector de cables TRUE,2.0,3.0,0.0,3.0,3.0,,0.0,47.21,991.41,,Act Nov 2041
281,836833,836833,Kit control de temperatura ERC112D TRUE,0.0,0.0,0.0,0.0,0.0,,0.0,223.47,4692.87,,Act Nov 2039
282,219717,219717,Kit control de temperatura LAEBIT25 TRUE,1.0,1.0,0.0,1.0,1.0,,0.0,339.15,7122.15,2025-06-09T00:00:00,Act Nov 2076
283,219716,219716,Kit control de temperatura LAEBR1 TRUE,2.0,2.0,0.0,2.0,2.0,,0.0,356.67,7490.070000000001,,Act Nov 2032
284,836834,836834,Kit control de temperatura sustituido por 848244 TRUE,1.0,1.0,0.0,1.0,1.0,,0.0,303.17,6366.570000000001,,Act Nov 2060
285,802803,802803,Kit control universal BIT25 TRUE,2.0,3.0,0.0,3.0,2.0,,0.0,356.67,7490.070000000001,,Act Nov 2037
286,216345,216345,Kit de arranque EMC3121U TRUE,1.0,0.0,0.0,0.0,0.0,,0.0,108.54,2279.34,,Act Nov 2063
287,823236,823236,"Kit de bandeja de desague, 220v TRUE",1.0,1.0,0.0,1.0,1.0,,0.0,304.31,6390.51,,Act Nov 2056
288,870842,870842,"Kit de bisagra de puerta, inferior derecha TRUE",1.0,1.0,0.0,1.0,1.0,,0.0,92.67,1946.07,,Act Nov 2043
289,870837,870837,Kit de bisagra superior derecha TRUE,1.0,1.0,0.0,1.0,1.0,,0,118.06,2479.26,2025-03-18T00:00:00,Act Nov 2070
290,870838,870838,Kit de bisagra Superior izquierda TRUE,1.0,1.0,0.0,1.0,1.0,,0.0,118.06,2479.26,,Act Nov 2067
291,991224,991224,Kit de reacondicionamiento de control electrico KITGDM TRUE,1.0,1.0,0.0,1.0,1.0,,0.0,199.17,4182.57,,Act Nov 2038
292,992987,992987,Kit de servicio de refrigerante R290 Propano TRUE,2.0,2.0,0.0,2.0,2.0,,0.0,820.21,17224.41,,Act Nov 2058
293,801112,801112,Lampara TRUE,1.0,1.0,0.0,1.0,1.0,,0.0,34.27,719.6700000000001,,Act Nov 2062
294,960602,960602,Modulo led TRUE,1.0,1.0,0.0,1.0,1.0,,0.0,88.4,1856.4,,Act Nov 2029
295,ECR2-0831,ECR2-0831,"Motor INPUT 100-240vac,50-60 Hz, 0.19-0.10 A OUTPUT 13w 18000rpm, DUAL SPEED 1550rpm DOR:CCW-DE. WELLIGTON",22.0,14.0,0.0,14.0,12.0,,0.0,37.25,782.25,,Act Nov 2076
296,821639,821639,Motor retrofit TRUE,1.0,0.0,0.0,0.0,0.0,,0,387.06,8128.26,,Act Nov 2069
297,225824,225824,"Motor ventilador 100-240 V, 50/60 Hz, 13 W, 1550 RPM TRUE",2.0,2.0,0.0,2.0,2.0,,0.0,248.01,5208.21,,Act Nov 2055
298,989719,989719,"Motor, 115-120 V, 50/60 Hz TRUE",2.0,2.0,0.0,2.0,2.0,,0.0,222.31,4668.51,,Act Nov 2065
299,815594,815594,"Pantalla Remota, Led Azul, 12 Vcc Sustituido por 816682 TRUE",1.0,1.0,0.0,1.0,1.0,,0.0,76.57,1607.9699999999998,,Act Nov 2061
300,VA-PROD10,VA-PROD10,Protector y relay universal AVALY,2.0,2.0,0.0,2.0,2.0,,80.92,0,80.92,2025-04-10T00:00:00,Act Nov 2076
301,800182,800182,Relay 25 A TRUE,1.0,1.0,0.0,1.0,1.0,,0.0,33.54,704.34,,Act Nov 2025
302,994353,994353,Relay 832AW-1C-F-S1 12VDC 30A-277VAC TRUE,1.0,1.0,0.0,1.0,1.0,,0.0,45.12,947.52,,Act Nov 2057
303,RXM3AB7BD,RXM3AB7BD,Relé de miniatura enchufable para maquina al vacio SCHNEIDER,3.0,3.0,0.0,3.0,3.0,,250.0,0,250.0,,Vigencia de precio
304,835384,835384,Sellador de silicon TRUE,1.0,1.0,0.0,1.0,1.0,,0.0,22.54,473.34,,Act Nov 2040
305,807408,807408,Sensor de descarche TRUE,2.0,0.0,0.0,0.0,0.0,,0.0,18.55,389.55,,Act Nov 2028
306,807409,807409,Sensor de temperatura TRUE,2.0,4.0,0.0,4.0,4.0,,0.0,20.76,435.96000000000004,,Act Nov 2033
307,807414,807414,Sensor termisor 4m NTCEPC B57025M25,1.0,1.0,0.0,1.0,1.0,,0.0,20.76,435.96000000000004,,Act Nov 2034
308,807415,807415,Sensor termisor 4m NTCEPC B57025M2502AZ,2.0,2.0,0.0,2.0,2.0,,0.0,20.76,435.96000000000004,,Act Nov 2035
309,807416,807416,Sensor termisor TRUE,6.0,6.0,0.0,6.0,6.0,,0.0,20.76,435.96000000000004,,Act Nov 2036
310,973396,973396,Serpentin de evaporador TUC/TWT-27F,1.0,1.0,0.0,1.0,1.0,,0,332.69,6986.49,2025-08-27T00:00:00,Act Nov 2075
311,KCD2,KCD2,Switch 4 polos Universal para vitrina,3.0,3.0,0.0,3.0,3.0,,85.0,0,85.0,,Vigencia de precio
312,TAB-EQUI,TAB-EQUI,Tablero de control para baja temperatura con selectores EQUIPSA,1.0,1.0,0.0,1.0,1.0,,6800.0,0,6800.0,,Act Nov 2076
313,RV-100X204,RV-100X204,Tanque de liquido 1.3L RV 100x204 FIGOMEC,1.0,1.0,0.0,1.0,1.0,,980.0,0,980.0,,Act Nov 2076
314,846763,846763,Temperatura de control sustituido por 844950 TRUE,1.0,1.0,0.0,1.0,1.0,,0.0,250.37,5257.77,,Act Nov 2059
315,SL7490,SL7490,Termostato de descongelación para frigorífico SUPCO,1.0,1.0,0.0,1.0,1.0,,250.0,0,250.0,,Vigencia de precio
316,9722131,9722131,Timing switch MEIKO,0.0,0.0,0.0,0.0,0.0,,3860.12,0,3860.12,,Vigencia de precio
317,831970,831970,Transformador de 120v-24v TRUE,2.0,2.0,0.0,2.0,2.0,,0.0,52.92,1111.32,,Act Nov 2031
318,851142,851142,"Tubo capilar, 0,106"" de diámetro exterior X 0,054"" TRUE",1.0,1.0,0.0,1.0,1.0,,0.0,32.41,680.6099999999999,,Act Nov 2044
319,9754869,9754869,Tubo recogida de detergente Meiko,1.0,1.0,0.0,1.0,1.0,,3901.5,0,3901.5,2026-04-02T00:00:00,Vigencia de precio
320,PCN802460,PCN802460,Válvula de expansión EMERSON,1.0,1.0,0.0,1.0,1.0,,2100.0,0,2100.0,CANCELADO,Act Nov 2076
321,068Z3209,068Z3209,"Válvula de expansión termostática de rosca, TE 2, R22/R407C. DANFOSS",1.0,1.0,0.0,1.0,1.0,,1230.0,0,1230.0,,Act Nov 2076
322,068Z3403,068Z3403,"Válvula de expansión termostática, TE 2, DANFOSS",0.0,0.0,0.0,0.0,0.0,,967.0,0,967.0,,Act Nov 2076
323,9652103,9652103,Valvula de presion M-Lq MEIKO,0.0,0.0,0.0,0.0,0.0,,1488.14,0,1488.14,,Vigencia de precio
324,032F8107,032F8107,"Válvula Solenoide Sin Bobina, Tipo Evr 3, Conexión 1/4 Flare DANFOSS",1.0,1.0,0.0,1.0,1.0,,1120.0,0,1120.0,,Vigencia de precio
325,VERE12002,VERE12002,Ventilador motor con 2 cables para refrigerador COLDTEK,1.0,1.0,0.0,1.0,1.0,,250.0,0,250.0,,Act Nov 2076
329,00-122555,00-122555,Alimentacion de bandeja,1.0,1.0,0.0,1.0,1.0,,11450.0,0,11450.0,,
330,00-077643-00001,00-077643-00001,Anillo de amoladora,1.0,1.0,0.0,1.0,1.0,,7151.0,0,7151.0,,
331,209042C,209042C,Bomba dosificadora,1.0,1.0,0.0,1.0,1.0,,6776.03,0,6776.03,,
332,ITA-130976,ITA-130976,Bomba lavaloza E500,1.0,1.0,0.0,1.0,1.0,,12745.69,0,12745.69,,
333,00-119760-00003,00-119760-00003,Conjunto de cilindros,1.0,1.0,0.0,1.0,1.0,,24303.74,0,24303.74,,
334,00-748572,00-748572,Conjunto de electrodos,3.0,0.0,0.0,0.0,0.0,,1367.78,0,1367.78,,
335,00-0158801,00-0158801,Conjunto de gusanos,1.0,1.0,0.0,1.0,1.0,,12338.0,0,12338.0,,
336,00-893074,00-893074,Conjunto de rodamientos,1.0,1.0,0.0,1.0,1.0,,3095.91,0,3095.91,,
337,00-919509,00-919509,Cortina para lavaloza corta,1.0,1.0,0.0,1.0,1.0,,1859.9,0,1859.9,,Act Feb 2026
338,00-919758,00-919758,Cortinas para salpicaduras lavaloza 4 capas,6.0,5.0,0.0,5.0,5.0,,5594.0,0,5594.0,,Act Feb 2026
339,00-290372,00-290372,Cuchillo para picadoras de carne puntas de afilado,1.0,1.0,0.0,1.0,1.0,,1169.0,0,1169.0,,
340,00-271008,00-271008,"Disyuntor de vacío, 3/8""",1.0,1.0,0.0,1.0,1.0,,2672.89,0,2672.89,,
341,00-893535,00-893535,Embalaje de boquillas,1.0,6.0,0.0,6.0,6.0,,1526.89,0,1526.89,2025-06-09T00:00:00,
342,00-119922-00001,00-119922-00001,"Empujador de alimentos, picadora/trituradora",1.0,1.0,0.0,1.0,1.0,,1623.84,0,1623.84,,
343,00-413302-00001,00-413302-00001,"Enganche, soporte del piloto",5.0,5.0,0.0,5.0,5.0,,107.5,0,107.5,,
344,01-1000V8-00156,01-1000V8-00156,Extractor para horno,1.0,1.0,0.0,1.0,1.0,,10233.79,0,10233.79,2025-02-22T00:00:00,
345,00-913153,00-913153,Juego de termostato con perilla y tornillos,4.0,2.0,0.0,2.0,2.0,,3127.96,0,3127.96,,
346,230020C,230020C,Kit de elemento calefactor resistencia Lavaloza E800,2.0,2.0,0.0,2.0,2.0,,4538.12,0,4538.12,,
347,00-961683-000G1,00-961683-000G1,Kit de mantenimiento de cables de alta tensión Vulcan,1.0,1.0,0.0,1.0,1.0,,1300.0,0,1300.0,2026-04-22T00:00:00,
348,00-292910,00-292910,Kit de servicio valvula de vacio CL44,1.0,1.0,0.0,1.0,1.0,,5036.83,0,5036.83,,
349,00-913102-0049,00-913102-0049,Kit de soldaduras para perro,1.0,4.0,0.0,4.0,4.0,,1366.37,0,1366.37,2025-06-09T00:00:00,
350,01-1A1828-00001,01-1A1828-00001,Kit de sondas termopar,1.0,1.0,0.0,1.0,1.0,,5663.4225,0,5663.4225,,
351,TW-001-09,TW-001-09,Kit de terminales,1.0,1.0,0.0,1.0,1.0,,290.0,0,290.0,2025-06-11T00:00:00,
352,01-1M7311-00001,01-1M7311-00001,Kit sustitucion de luces,2.0,2.0,0.0,2.0,2.0,,1511.18,0,1511.18,,
353,01-1000V9-00170,01-1000V9-00170,"Modulo de ignición 3 Tfi, sin reinicio BAXTER",1.0,1.0,0.0,1.0,1.0,,11094.69,0,11094.69,,
354,00-958392-000G2,00-958392-000G2,"Montaje de válvula de drenaje, lado derecho",2.0,2.0,0.0,2.0,2.0,,7677.0,0,7677.0,,
355,80629,80629,Motobomba de enjuague e 220/240v - 1PH - 60HZ - ECOMAX 603/503 Lavaloza,1.0,1.0,0.0,1.0,1.0,,10360.0,0,10360.0,,
356,00-437044-00006,00-437044-00006,"Motor, accionamiento del transportador, 208-240/480 V, 60 Hz, 3 PH LAVALOZA C54A",1.0,1.0,0.0,1.0,1.0,,67890.58,0,67890.58,,
357,00-411242-0000,00-411242-0000,Perilla de control,1.0,1.0,0.0,1.0,1.0,,230.0,0,230.0,2025-06-11T00:00:00,
358,00-428300-00001,00-428300-00001,"Perilla negra, 2,75 de diámetro",3.0,3.0,0.0,3.0,3.0,,234.01,0,234.01,,
359,00-938783,00-938783,Placa de fijacion permanente,1.0,1.0,0.0,1.0,1.0,,3617.0,0,3617.0,,
360,00-938782,00-938782,Placa moledora de carne,1.0,1.0,0.0,1.0,1.0,,3617.0,0,3617.0,,
361,00-938784,00-938784,Placa moledora de carne,1.0,1.0,0.0,1.0,1.0,,3617.0,0,3617.0,,
362,00-938785,00-938785,Placa moledora de carne,1.0,1.0,0.0,1.0,1.0,,3617.0,0,3617.0,,
363,00-938786,00-938786,Placa picadora de carne,1.0,1.0,0.0,1.0,1.0,,3617.0,0,3617.0,,
364,00-271123,00-271123,Protector de límite alto,1.0,1.0,0.0,1.0,1.0,,2155.0,0,2155.0,,
365,00-950546-00001,00-950546-00001,Puerta sensor temperatura AM16,1.0,1.0,0.0,1.0,1.0,,99.92,0,99.92,2025-02-22T00:00:00,
366,00-404060-00001,00-404060-00001,Regulador,9.0,9.0,0.0,9.0,9.0,,0.0,9.4,197.4,,
367,HSR-CHGBMYN,HSR-CHGBMYN,Regulador fisher,0.0,1.0,0.0,1.0,0.0,,4991.47,0,4991.47,2026-04-30T00:00:00,
368,00-110334,00-110334,"Retén, planetario, HL300",1.0,1.0,0.0,1.0,1.0,,205.96,0,205.96,2025-07-31T00:00:00,
369,1312641,1312641,"Sierra de 126"" 5/8  x 0.022 Thk. 4T",6.0,6.0,0.0,6.0,6.0,,351.3,0,351.3,,
370,00-353589-0001,00-353589-0001,Sonda de temperatura,1.0,0.0,0.0,0.0,0.0,,2033.29,0,2033.29,,
371,00-328994,00-328994,Soporte para sonda,5.0,5.0,0.0,5.0,5.0,,2846.16,0,2846.16,,
372,00-919363-00PK,00-919363-00PK,Tapón para lavaloza,3.0,3.0,0.0,3.0,3.0,,548.8,0,548.8,2025-02-27T00:00:00,
373,00-941944-00006,00-941944-00006,Tarjeta de control Master Exe,1.0,1.0,0.0,1.0,1.0,,0.0,855.0,17955.0,,
374,S/N,S/N,Tarjeta electronica lavaloza H66,1.0,1.0,0.0,1.0,1.0,,11500.0,0,11500.0,,
375,00-410839-00004,00-410839-00004,Termopila VULCAN,2.0,1.0,0.0,1.0,1.0,,1579.04,0,1579.04,,
376,00-563609,00-563609,Trampa de aire CL44-AM16-LX,1.0,1.0,0.0,1.0,1.0,,3824.94,0,3824.94,2025-02-22T00:00:00,
377,00-709240-0000A,00-709240-0000A,"Tubo piloto de 3/16"" X 24"", acero revestido de cobre",4.0,4.0,0.0,4.0,4.0,,2424.0,0,2424.0,,
378,00-959662-00001,00-959662-00001,"Valvula de gas Maxitron 24 V, natural/propano",1.0,1.0,0.0,1.0,1.0,,4050.0,0,4050.0,,
379,00-292909-00002,00-292909-00002,"Válvula reguladora de vacío, 1/2""",1.0,1.0,0.0,1.0,1.0,,2446.75,0,2446.75,,
380,00-292909-00003,00-292909-00003,"Válvula reguladora de vacío, 1/2"" Lavaloza AM15",1.0,1.0,0.0,1.0,1.0,,2446.75,0,2446.75,,
