source_row,key,modelo,descripcion,stock,tienda,bodega,location_sum,inventario_fisico_final,cantidad_a_importar,costo_unitario_pesos,costo_unitario_dolares,total_costo_unitario_pesos,fecha_adq,vigencia,matched_sources
55,1026313,1026313,Interruptor de puerta PERLICK,1.0,1.0,0.0,1.0,1.0,1.0,303.0,0,303.0,,Vigencia de precio,inventory/data/products-all.csv
56,1186837,1186837,"Junta portafolio 72 x 58x 7 mm, cafetera Simonelli",11.0,11.0,0.0,11.0,11.0,11.0,54.0,0,54.0,,Vigencia de precio,inventory/data/products-all.csv
57,63698,63698,"Sonda de temperatura NTC 10K, PERLICK",1.0,0.0,0.0,0.0,0.0,0.0,878.92,0,878.92,,Vigencia de precio,inventory/data/products-all.csv
64,XWARC-07EF,XWARC-07EF,Base Stand Alto Horno Combinado 7 Bandejas,0.0,0.0,0.0,0.0,0.0,0.0,11157.3,0,11157.3,,Vigencia de precio,inventory/data/products-all.csv
65,XWVRC-0711-H,XWVRC-0711-H,Base Stand Alto Horno Combinado Multifuncional,1.0,1.0,0.0,1.0,1.0,1.0,9853.2,0,9853.2,2024-08-05T00:00:00,Vigencia de precio,inventory/data/products-all.csv
66,BERMEXB2,BERMEXB2,Batidora Planetaria Comercial 20Ltt 1.5 Hp 6kg Amasa Rojo 60 Hz BERMEX B2,1.0,3.0,0.0,3.0,3.0,3.0,13700.0,0,13700.0,2025-07-08T00:00:00,Act Nov 2025,inventory/data/products-all.csv
67,XEKPT-08HS-B,XEKPT-08HS-B,Camara fermentadora 2022D0039181,0.0,0.0,0.0,0.0,0.0,0.0,24777.9,0,24777.9,2024-08-05T00:00:00,,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
68,5424ND2PSPFB,5424ND2PSPFB,Campana de acero inoxidable de 8 pies,1.0,1.0,0.0,1.0,1.0,1.0,150768.39,0,150768.39,,Act Nov 2025,inventory/data/products-all.csv
69,XAVC-10FS-GPRM-,XAVC-10FS-GPRM-,"COMBINADO DE GAS 8 18X26"" PLUS S/N:2024E0052332",0.0,0.0,0.0,0.0,0.0,0.0,166320.0,0,166320.0,,,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
70,EVB32,EVB32,Empacadora Al Alto Vacio Bermex EVB-32,1.0,0.0,0.0,0.0,0.0,0.0,18300.0,0,18300.0,2025-07-08T00:00:00,Act Nov 2025,inventory/data/products-all.csv
72,SX36-6BP,SX36-6BP,Estufa con horno de 6 quemadores ME2401019HB,1.0,0.0,0.0,0.0,0.0,0.0,0,2318.96,0.0,2024-06-25T00:00:00,Act Nov 2025,inventory/data/products-all.csv
77,VSP200F-1,VSP200F-1,Fogon para ollas a gas DV1152764,1.0,1.0,0.0,1.0,1.0,1.0,0,4950.0,103950.0,,Act Nov 2025,inventory/data/products-all.csv
79,VICM24-201,VICM24-201,"Gratinador de 24"" ME2310153HB",1.0,1.0,0.0,1.0,1.0,1.0,0,1060.4,22268.4,2024-06-25T00:00:00,Act Nov 2025,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
80,XEVL-2021-GPRS,XEVL-2021-GPRS,Horno a gas combinado BIG PLUS 20 GN 2/1 bandejas 2022E0053800,0.0,1.0,0.0,1.0,0.0,0.0,352840.95,0,352840.95,2024-08-05T00:00:00,Vigencia de precio,inventory/data/products-all.csv
81,XEFR-04HS-ETDV,XEFR-04HS-ETDV,Horno BakerLux Arianna 4 bandejas 2024F0056841,1.0,0.0,0.0,0.0,0.0,0.0,24633.0,0,24633.0,2024-08-05T00:00:00,,inventory/data/products-all.csv
82,XEVC-1011-GPRM,XEVC-1011-GPRM,"Horno combinado a gas CHEF TOP 10 GN1/1 plus, serie 2023A0005377",1.0,1.0,0.0,1.0,1.0,1.0,152460.0,0,152460.0,2024-04-25T00:00:00,Vigencia de precio,inventory/data/products-all.csv
83,XEVC-0711-GPRM-MS,XEVC-0711-GPRM-MS,Horno combinado a gas CHEF TOP 7 GN 1/1 bandejas 2024D0039296,0.0,0.0,0.0,0.0,0.0,0.0,119196.0,0,119196.0,2024-08-05T00:00:00,,inventory/data/products-all.csv
84,VC4GD-21D150K,VC4GD-21D150K,Horno de convección a gas 482045201,1.0,1.0,0.0,1.0,1.0,1.0,0.0,8784.96,184484.15999999997,2022-12-07T00:00:00,Act Nov 2025,inventory/data/products-all.csv
85,T043C,T043C,Horno De Convección Venix Torcello,1.0,1.0,0.0,1.0,1.0,1.0,15500.0,0,15500.0,2025-07-08T00:00:00,Act Nov 2025,inventory/data/products-all.csv
90,BN-813,BN-813,Plancha Panini Electrica Doble 50 a 300,0.0,0.0,0.0,0.0,0.0,0.0,6981.0,0,6981.0,,Act Nov 2025,inventory/data/products-all.csv
91,MS300CT,MS300CT,Rebanadora Bermex MS-300-CT Con Cuchilla De Acero,1.0,1.0,0.0,1.0,1.0,1.0,9700.0,0,9700.0,2025-07-08T00:00:00,Act Nov 2025,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
92,CLUC-48R-SD,CLUC-48R-SD,"Refrigerador compacto bajo mostrador 48"" 23E01219",0.0,0.0,0.0,0.0,0.0,0.0,36617.93,0,36617.93,2024-01-17T00:00:00,,inventory/data/products-all.csv
93,153A-3,153A-3,Torre Dispensadora de Cerveza de Barril TURBO AIR,1.0,1.0,0.0,1.0,1.0,1.0,0.0,398.0,8358.0,,Act Nov 2025,inventory/data/products-all.csv
99,54410,54410,"Cuello curvo para mezcladora 12"" FISHER",2.0,2.0,0.0,2.0,2.0,2.0,768.6,0,768.6,,,inventory/data/products-all.csv
100,3963,3963,"Cuello recto para mezcladora 12"" FISHER",1.0,1.0,0.0,1.0,1.0,1.0,752.91,0,752.91,,,inventory/data/products-all.csv
101,2750,2750,Grifo para llenado de ollas FISHER,1.0,1.0,0.0,1.0,1.0,1.0,6347.25,0,6347.25,,,inventory/data/products-all.csv
102,21-406L,21-406L,Juegos de conectores para mezcladora KROWNE,5.0,5.0,0.0,5.0,5.0,5.0,252.17,0,252.17,,Vigencia de precio,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
103,3510,3510,"Llave de montaje en cubierta de 4 pulgadas cuello osilante 6"" FISHER",1.0,0.0,0.0,0.0,0.0,0.0,2804.82,0,2804.82,,,inventory/data/products-all.csv
104,15-812L,15-812L,"Llave mezcaldora a cubierta de 8"" con cuello recto 12"" KROWNE",2.0,1.0,0.0,1.0,1.0,1.0,2824.45,0,2824.45,,,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
105,11-400L,11-400L,"Llave mezcladora a cubierta de 4"" con cuello de ganzo KROWNE",1.0,0.0,0.0,0.0,0.0,0.0,1563.45,0,1563.45,,,inventory/data/products-all.csv
106,26174,26174,"Llave mezcladora de 4"" a cubierta cuello 6"" FISHER",1.0,0.0,0.0,0.0,0.0,0.0,1649.1,0,1649.1,,,inventory/data/products-all.csv
107,26131,26131,"Llave mezcladora de 8"" a cubierta FISHER",1.0,0.0,0.0,0.0,0.0,0.0,1350.0,0,1350.0,,,inventory/data/products-all.csv
108,2913,2913,"Mango, aislado, 3/4-14 X 3/4-14 FISHER",1.0,1.0,0.0,1.0,1.0,1.0,387.9,0,387.9,,,inventory/data/products-all.csv
110,3248,3248,"Mezcladora a pared de 8"" DICA",1.0,1.0,0.0,1.0,1.0,1.0,978.0,0,978.0,,,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
111,MEZ-CM10,MEZ-CM10,"Mezcladora de cubierta de 4"" cuello recto INOXIPLUS",1.0,0.0,0.0,0.0,0.0,0.0,1500.0,0,1500.0,,,inventory/data/products-all.csv
112,2210-1WB,2210-1WB,Mezcladora de pared prelavado FISHER,1.0,2.0,0.0,2.0,2.0,2.0,5782.33,0,5782.33,,,inventory/data/products-all.csv
113,24848,24848,Válvula Desagüe para Fregadero 1 1/2 FISHER,2.0,3.0,0.0,3.0,3.0,3.0,1339.8,0,1339.8,,,inventory/data/products-all.csv
117,90-3041,90-3041,Adaptador de gas niple de 5/8 a 3/4 DORMONT,1.0,0.0,0.0,0.0,0.0,0.0,0,3.79,79.59,,Act Nov 2025,inventory/data/products-all.csv
118,90-3032,90-3032,Adaptador macho a gas 3/4 a 5/8 DORMONT,5.0,4.0,0.0,4.0,4.0,4.0,0,3.14,65.94,2025-02-07T00:00:00,Act Nov 2025,inventory/data/products-all.csv
119,COD-11/4,COD-11/4,"Codo Calle 90° de 1 1/4"" DORMONT",1.0,1.0,0.0,1.0,1.0,1.0,100.0,0,100.0,,Vigencia de precio,inventory/data/products-all.csv
120,COD-1/2,COD-1/2,"Codo Calle 90° de 1/2"" DORMONT",3.0,6.0,0.0,6.0,6.0,6.0,100.0,0,100.0,,Vigencia de precio,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
121,COD-3/4,COD-3/4,"Codo Calle 90° de 3/4"" DORMONT",3.0,0.0,0.0,0.0,0.0,0.0,120.0,0,120.0,,Vigencia de precio,inventory/data/products-all.csv
124,A50,A50,Conexión rapida 1/2 A50 DORMONT,1.0,1.0,0.0,1.0,1.0,1.0,0,46.38,973.98,,Act Nov 2025,inventory/data/products-all.csv
125,A75,A75,Conexión rapida 3/4 A75 DORMONT,3.0,3.0,0.0,3.0,3.0,3.0,0,61.95,1300.95,,Act Nov 2025,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
132,1675KIT48,1675KIT48,"Kit de sistema de seguridad, 3/4 x48"" pulgadas de diámetro DORMONT",2.0,1.0,3.0,4.0,4.0,4.0,0,197.0,4137.0,,Act Nov 2025,inventory/data/products-all.csv
133,1650KIT48,1650KIT48,"Kit Manguera de gas con sistema de seguridad 1/2 X 48"" DORMONT",1.0,1.0,1.0,2.0,2.0,2.0,0,147.0,3087.0,,Act Nov 2025,inventory/data/products-all.csv
134,48-4142-60,48-4142-60,"Manguera amarrilla lisa 3/4 x 60"" DORMONT",0.0,0.0,0.0,0.0,0.0,0.0,1751.51,0,1751.51,,,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
135,TAG-DE-DM1061,TAG-DE-DM1061,"Manguera de acero inoxidable 3/4 x 48"" DORMONT",0.0,0.0,0.0,0.0,0.0,0.0,379.1,0,379.1,,,inventory/data/products-all.csv
136,1650BP48,1650BP48,"Manguera de gas azul 1/2 x 48"" DORMONT",1.0,1.0,0.0,1.0,1.0,1.0,0,95.48,2005.0800000000002,,Act Nov 2025,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
137,1675BPQ48,1675BPQ48,"Manguera de gas azul 3/4"" x 48"" con desconexión rápida Snapfast DORMONT",3.0,3.0,0.0,3.0,3.0,3.0,0,180.39,3788.1899999999996,,Act Nov 2025,inventory/data/products-all.csv
138,30C-4142-36,30c-4142-36,"Manguera de gas corrugada amarilla 3/4"" X 36"" DORMONT",4.0,0.0,0.0,0.0,0.0,0.0,429.24,0,429.24,,,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
139,30C-4142-48,30C-4142-48,"Manguera de gas corrugada amarilla 3/4"" X 48"" DORMONT",0.0,0.0,0.0,0.0,0.0,0.0,429.24,0,429.24,2025-03-24T00:00:00,Act Nov 2025,inventory/data/products-all.csv
140,1675BP48,1675BP48,"Manguera de gas, suelta, azul, 3/4"" X 48"" DORMONT",4.0,4.0,0.0,4.0,4.0,4.0,0,119.43,2508.03,,Act Nov 2025,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
149,VAL-DORM11/4,VAL-DORM11/4,"Válvula de bola de gas de paso de 1 1/4"" DORMONT",1.0,1.0,0.0,1.0,1.0,1.0,550.0,0,550.0,,Vigencia de precio,inventory/data/products-all.csv
150,VAL-DORM1/2,VAL-DORM1/2,"Válvula de bola de gas de paso de 1/2"" DORMONT",3.0,3.0,0.0,3.0,3.0,3.0,250.0,0,250.0,,Vigencia de precio,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
151,VAL-DORM3/4,VAL-DORM3/4,"Válvula de bola de gas de paso de 3/4"" DORMONT",2.0,2.0,0.0,2.0,2.0,2.0,390.0,0,390.0,,Vigencia de precio,inventory/data/products-all.csv
163,B28,B28,Banda ancho 16.7mm longitu 787 mm GATE,1.0,1.0,0.0,1.0,1.0,1.0,210.0,0,210.0,,Act Nov 2025,inventory/data/products-all.csv
164,PO-A39,PO-A39,Banda V lisa estirada para uso industrial PRO ONE,1.0,1.0,0.0,1.0,1.0,1.0,240.0,0,240.0,,Act Nov 2025,inventory/data/products-all.csv
165,PO-A40,PO-A40,Banda V lisa estirada para uso industrial PRO ONE,1.0,1.0,0.0,1.0,1.0,1.0,240.0,0,240.0,,Act Nov 2025,inventory/data/products-all.csv
166,27-0459-1,27-0459-1,Bujia de encendido KOBLENS -1,2.0,4.0,0.0,4.0,4.0,4.0,150.0,0,150.0,,Act Nov 2025,inventory/data/products-all.csv
167,27-0295-9,27-0295-9,Bujia de encendido KOBLENS -9,2.0,2.0,0.0,2.0,2.0,2.0,150.0,0,150.0,,Act Nov 2025,inventory/data/products-all.csv
168,04-0642-1,04-0642-1,Candado KOBLENS,2.0,2.0,0.0,2.0,2.0,2.0,20.0,0,20.0,,Act Nov 2025,inventory/data/products-all.csv
169,HCCY2XT02AA999CS,HCCY2XT02AA999CS,Contactor 2P 120V 30A terminal/cubierta HATLAND,1.0,0.0,0.0,0.0,0.0,0.0,875.0,0,875.0,,,inventory/data/products-all.csv
170,CWB9-11-30D02,CWB9-11-30D02,Contactor 9 A 24V 50/60Hz WEG,1.0,1.0,0.0,1.0,1.0,1.0,800.0,0,800.0,,Vigencia de precio,inventory/data/products-all.csv
171,AH102524,AH102524,Controlador de temperatura BLODGETT 33152,1.0,1.0,0.0,1.0,1.0,1.0,0,210.0,4410.0,,Act Nov 2025,inventory/data/products-all.csv
173,FNM-25,FNM-25,Fusible Bussman de 250vac,0.0,1.0,0.0,1.0,1.0,1.0,120.0,0,120.0,2025-10-16T00:00:00,Act Nov 2025,inventory/data/products-all.csv
174,ATMR12,ATMR12,Fusible de ceramica 12A 600V,2.0,2.0,0.0,2.0,2.0,2.0,417.37,0,417.37,2025-02-27T00:00:00,Vigencia de precio,inventory/data/products-all.csv
175,MCHF30Z0456,MCHF30Z0456,Fusible de ceramica 13 A para horno MERRYCHEF,2.0,2.0,0.0,2.0,2.0,2.0,0,17.0,357.0,2025-06-01T00:00:00,Vigencia de precio,inventory/data/products-all.csv
176,ATQR25,ATQR25,Fusible de ceramica para horno,2.0,1.0,0.0,1.0,1.0,1.0,290.0,0,290.0,2025-02-27T00:00:00,Vigencia de precio,inventory/data/products-all.csv
178,MCHF30Z1659,MCHF30Z1659,"Fusible, 250 Voltios, 25 Amperios para horno MERRY CHEF",1.0,0.0,0.0,0.0,0.0,0.0,0,62.5,1312.5,2025-06-01T00:00:00,,inventory/data/products-all.csv
179,38-0441-6,38-0441-6,Modulo de encendido electronico KOBLENS,1.0,1.0,0.0,1.0,1.0,1.0,150.0,0,150.0,,Act Nov 2025,inventory/data/products-all.csv
180,3044300,3044300,Motor de 120 voltios  GARLAND,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1600.0,33600.0,,Vigencia de precio,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
181,N00158OS1P56,N00158OS1P56,Motor eléctrico weg monofásico 1.5 hp 4 polos 120v/220v WEG,1.0,0.0,0.0,0.0,0.0,0.0,2854.99,0,2854.99,,Act Nov 2025,inventory/data/products-all.csv
182,1150456NG2,1150456NG2,Motor Monofásico 1.5Hp 115/230V 1800Rp High Power ELECTROMEX,1.0,0.0,0.0,0.0,0.0,0.0,2800.0,0,2800.0,,Act Nov 2025,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
183,N00218OS1P56,N00218OS1P56,Motor Monofasico 2 Hp 1750 Rpm en Baja 110/220v WEG,1.0,0.0,1.0,1.0,1.0,1.0,3903.67,0,3903.67,,Act Nov 2025,inventory/data/products-all.csv
184,PCL5,PCL5,"Polea BandaV diametro 4.92"" para flecha 5/8",1.0,0.0,0.0,0.0,0.0,0.0,518.0,0,518.0,,,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
186,ROJAS-4X11/8F,ROJAS-4X11/8F,"Rueda loca con freno fijas de 4"" de alto x 1 1/8 de ancho ROJAS",2.0,2.0,0.0,2.0,2.0,2.0,550.0,0,550.0,,Vigencia de precio,inventory/data/products-all.csv
188,GSW-5X11/8F,GSW-5X11/8F,"Rueda locas fijas con freno de 5"" de alto x 1 1/8 "" de ancho GSW",4.0,4.0,0.0,4.0,4.0,4.0,650.0,0,650.0,,Vigencia de precio,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
190,RUEBAST-3X11/8,RUEBAST-3X11/8,"Ruedas locas con bastago de 3"" de alto x 1 1/8 de ancho",2.0,0.0,0.0,0.0,0.0,0.0,490.0,0,490.0,,Vigencia de precio,inventory/data/products-all.csv
191,RUEBAST-3X11/8F,RUEBAST-3X11/8F,"Ruedas locas con bastago freno de 3"" de alto x 1 1/8 de ancho",2.0,0.0,0.0,0.0,0.0,0.0,490.0,0,490.0,,Vigencia de precio,inventory/data/products-all.csv
195,JOKER,JOKER,Elaboracion especial de jokey bar en acero inoxidable C-18 grado 304. Dimensiones 1.50 m x 0.62 m x 0.75 m,0.0,0.0,0.0,0.0,0.0,0.0,20422.39053708333,0,20422.39053708333,,,inventory/data/products-all.csv
196,BASE-12,BASE-12,"Fabricacion de base para estufa 12"" C18 con regatones",1.0,1.0,0.0,1.0,1.0,1.0,4882.376799157219,0,4882.376799157219,,Act Mar 2026,inventory/data/products-all.csv
197,BASE-24,BASE-24,"Fabricacion de base para estufa 24""  C18 con regatones",1.0,0.0,0.0,0.0,0.0,0.0,4882.376799157219,0,4882.376799157219,,Act Mar 2026,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
198,BASE-25,BASE-25,"Fabricacion de base para parrilla 25"" C18 con regatones",2.0,2.0,0.0,2.0,2.0,2.0,5397.037221657219,0,5397.037221657219,,Act Mar 2026,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
199,BASE-36,BASE-36,"Fabricacion de base para plancha 36"" C18 con regatones",2.0,3.0,0.0,3.0,3.0,3.0,5875.877900407218,0,5875.877900407218,,Act Mar 2026,inventory/data/products-all.csv
201,MESA-TRAB120,MESA-TRAB120,"Mesa de trabajo acero T-304, C-18. 120 x 70 x 90 cm con entrepaño",1.0,1.0,0.0,1.0,1.0,1.0,8486.139129157218,0,8486.139129157218,,Act Mar 2026,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
202,MESA-TRAB200RESP,MESA-TRAB200RESP,"Mesa de trabajo con respaldo acero T-304, C18. 200 x 70 x 90 cm con entrepaño",1.0,1.0,0.0,1.0,1.0,1.0,13391.57900415722,0,13391.57900415722,,Act Mar 2026,inventory/data/products-all.csv
206,BASE-SALAMANDRA,BASE-SALAMANDRA,"Soporte para salamandra fabricado en acero inoxidable t-304, C18",1.0,1.0,0.0,1.0,1.0,1.0,2021.409625,0,2021.409625,,,inventory/data/products-all.csv
207,TARJA-100,TARJA-100,Tarja Sencilla 100 cm con descanso C18 con descanso,1.0,1.0,0.0,1.0,1.0,1.0,7898.5,0,7898.5,,Act Mar 2026,inventory/data/products-all.csv
208,TARJACARN-90,TARJACARN-90,Tarja tipo carnicero de una tina  calibre 18. Dimensiones 90 x 75 x 90,1.0,1.0,0.0,1.0,1.0,1.0,7637.88,0,7637.88,,,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
209,TORRE-MARISCOS,TORRE-MARISCOS,Torre de mariscos con bandejas de 50 y 42cm con soportes,1.0,1.0,0.0,1.0,1.0,1.0,2911.98,0,2911.98,,,inventory/data/products-all.csv
214,00-417608-00001,00-417608-00001,"Cabezal quemador, hornilla HOBART",6.0,6.0,0.0,6.0,6.0,6.0,750.0,0,750.0,,Vigencia de precio,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
215,223005-10,223005-10,"Obturador de aire 1"" GARGLAND",6.0,6.0,0.0,6.0,6.0,6.0,198.0,0,198.0,,Vigencia de precio,inventory/data/products-all.csv
219,00-417258-000G1,00-417258-000G1,Quemador frontal HOBART,3.0,3.0,0.0,3.0,3.0,3.0,1190.0,0,1190.0,,Act Nov 2025,inventory/data/products-all.csv
220,153027,153027,Quemador horno calentador izquierda DUKE,4.0,4.0,0.0,4.0,4.0,4.0,686.43,0,686.43,,Vigencia de precio,inventory/data/products-all.csv
222,00-417260-000G1,00-417260-000G1,Quemador trasero HOBART,3.0,3.0,0.0,3.0,3.0,3.0,1380.0,0,1380.0,,Act Nov 2025,inventory/data/products-all.csv
223,UNI-CLIMP,UNI-CLIMP,Quemadores Tipo Imperial Corto y Largo UNIVERSAL,5.0,2.0,3.0,5.0,5.0,5.0,1200.0,0,1200.0,,Vigencia de precio,inventory/data/products-all.csv
228,AK002111,AK002111,Espreas para valvula paso-53 CORIAT,10.0,10.0,0.0,10.0,10.0,10.0,13.68,0,13.68,2025-05-14T00:00:00,Vigencia de precio,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
229,AF000307,AF000307,Parrillas para estufon CORIAT,4.0,3.0,0.0,3.0,3.0,3.0,719.0,0,719.0,2025-05-10T00:00:00,Vigencia de precio,inventory/data/products-all.csv
230,10269,10269,Perilla para estufa CORIAT,2.0,2.0,0.0,2.0,2.0,2.0,232.37,0,232.37,,Vigencia de precio,inventory/data/products-all.csv
231,160126,160126,Piloto completo para freidora CORIAT,2.0,2.0,0.0,2.0,2.0,2.0,566.29,0,566.29,,Vigencia de precio,inventory/data/products-all.csv
233,320199,320199,Quemador en U 54 cm CORIAT,2.0,2.0,0.0,2.0,2.0,2.0,682.88,0,682.88,,Vigencia de precio,inventory/data/products-all.csv
234,AK000004,AK000004,Quemador tipo polidoro 345mm CORIAT,4.0,4.0,0.0,4.0,4.0,4.0,209.0,0,209.0,2025-04-14T00:00:00,Vigencia de precio,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
235,AC000402,AC000402,Termostato para horno ABJC CORIAT,2.0,2.0,0.0,2.0,2.0,2.0,1942.94,0,1942.94,2025-05-07T00:00:00,Vigencia de precio,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
236,AC000205,AC000205,Valvula para estufa CORIAT,5.0,4.0,0.0,4.0,4.0,4.0,277.59,0,277.59,2025-05-14T00:00:00,Vigencia de precio,inventory/data/products-all.csv
240,514-3277-33,514-3277-33,Arrancador de compresor de pieza de climatización COPELAND EMERSON,1.0,1.0,0.0,1.0,1.0,1.0,0,160.0,3360.0,,Vigencia de precio,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
241,ASMTRE0101,ASMTRE0101,"Aspa 4"" para motor esqueleto GENERICO",2.0,2.0,0.0,2.0,2.0,2.0,40.0,0,40.0,,Act Nov 2076,inventory/data/products-all.csv
243,801022,801022,"Aspa de ventilador, 7-3/4"", 5 aspas TRUE",2.0,2.0,0.0,2.0,2.0,2.0,0.0,35.4,743.4,,Act Nov 2052,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
245,947039,947039,"Aspa del ventilador, condensador, 8-3/4"" de diámetro, 5 aspas TRUE",1.0,1.0,0.0,1.0,1.0,1.0,0.0,35.4,743.4,,Act Nov 2053,inventory/data/products-all.csv
246,997816,997816,Bandeja de drenaje en espiral TRUE,1.0,1.0,0.0,1.0,1.0,1.0,0.0,205.72,4320.12,,Act Nov 2046,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
247,823089,823089,Bisagra con muelle para puerta TRUE,1.0,1.0,0.0,1.0,1.0,1.0,0.0,118.12,2480.52,,Act Nov 2030,inventory/data/products-all.csv
248,870841,870841,Bisagra inferior izquierda TRUE,1.0,1.0,0.0,1.0,1.0,1.0,0.0,92.67,1946.07,,Act Nov 2066,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
249,018F6264,018F6264,"Bobina para solenoide, BF220BS, Cable, 1.000 DANFOSS",1.0,1.0,0.0,1.0,1.0,1.0,827.0,0,827.0,,Vigencia de precio,inventory/data/products-all.csv
250,CAB-CALEF,CAB-CALEF,Cable calefactor para puertas de camara frigorifica por metro,17.0,17.0,0.0,17.0,17.0,17.0,120.0,0,120.0,,Vigencia de precio,inventory/data/products-all.csv
251,CAB-NIQ10,CAB-NIQ10,Cable cobre niquelado forro de F.V. y silicon 200-300 cal 10 x metro,90.0,90.0,0.0,90.0,90.0,90.0,33.92,0,33.92,2025-07-28T00:00:00,Vigencia de precio,inventory/data/products-all.csv
252,996869,996869,"Cable de alimentación, 126"", NEMA 5-15P, 14/3, SJTOW TRUE",2.0,2.0,0.0,2.0,2.0,2.0,0.0,57.59,1209.39,,Act Nov 2054,inventory/data/products-all.csv
253,CAB-ATC14300,CAB-ATC14300,"Cable para alta temperatura silicón y fibra 300° Calibre 14 Cobre Niquelado, 600v x mt",60.0,60.0,0.0,60.0,60.0,60.0,32.85,0,32.85,2025-09-25T00:00:00,Vigencia de precio,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
254,QHA-6E,QHA-6E,"Cables para calentadores de puertas, 6ft, 42w, 120v QUALITY",1.0,1.0,0.0,1.0,1.0,1.0,1200.0,0,1200.0,,Vigencia de precio,inventory/data/products-all.csv
255,801805,801805,Calentador línea de drenaje TRUE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.56,935.76,,Act Nov 2025,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
256,969245,969245,"Capacitor, Run, 250 Volt, 12uf TRUE",1.0,1.0,0.0,1.0,1.0,1.0,0.0,35.44,744.24,,Act Nov 2064,inventory/data/products-all.csv
257,920158,920158,Clip de estanteria TRUE,13.0,13.0,0.0,13.0,13.0,13.0,0.0,4.18,87.78,,Act Nov 2047,inventory/data/products-all.csv
258,991567,991567,Componente de arranque True,1.0,1.0,0.0,1.0,1.0,1.0,0,18.0,378.0,,Act Nov 2075,inventory/data/products-all.csv
260,189-227MFD,189-227MFD,Condensador Capacitor Arranque COLDTEK,1.0,1.0,0.0,1.0,1.0,1.0,125.0,0,125.0,,Cancelado,inventory/data/products-all.csv
261,207872,207872,"Conjunto de sonda LAE N.° TM-CBL-40M-01 4,0 con cable de cinta TRUE",1.0,1.0,0.0,1.0,1.0,1.0,0,86.19,1809.99,,Act Nov 2068,inventory/data/products-all.csv
