Nombre,Código,Clase de Código de barras,Marca,Código de categoría,unit code,Venta unit code,Comprar unit code,Costo,Precio,Cantidad de alerta,Tasa de impuestos,Método de impuestos,Imagen,Código de la Sub categoría,Variantes de producto,Producto de campo personalizado 1,Producto Campo Personalizadoo 2,Producto Campo Personalizadoo 3,Producto Campo Personalizadoo 4,Producto Campo Personalizadoo 5,Producto Campo Personalizadoo 6,Cantidad,recID,warehouseStock,inventory_import
"TEST
",56.00.562,code128,RATIONAL,2,Pieza,Pieza,Pieza,1761.20,2790.00,10,IVA,Exclusivo,ce89b6cda79cc569fdf97f96ee7be8d2.png,Sub01-02,ABC-TEST,cubeta con 150 pastillas.,"TEST
",TEST,TEST,TEST,TEST,17,recTbKuvbqJYnA5PO,,
Pastillas Abrillantador Care-Tab de 150 unidades RATIONAL,56.00.562,code128,RATIONAL,2,Pieza,Pieza,Pieza,1761.20,2790.00,10,IVA,Exclusivo,ce89b6cda79cc569fdf97f96ee7be8d2.png,,,cubeta con 150 pastillas.,,,,,,17,recMZFjVl8QzGuMRg,,
Freidora a gas 16kg,LG300,code128,VULCAN,1,Pieza,Pieza,Pieza,1111.20,1445.00,1,IVA,Exclusivo,f071ca39978789b389ac0fee2ababedf.jpg,Sub01-02,,,,,,,,3,reciDbHmuODlr0OLV,,
"""Estufa de mesa a Gas 4 quemadores de 24",VCRH24,code128,VULCAN,1,Pieza,Pieza,Pieza,777.00,1050.00,1,IVA,Exclusivo,aafad888227d40d6aff012d7ed4bc0ec.jpg,Sub01-01,,,,,,,,1,rec4Wi5rVfwNffaZh,,
"Termopila 36"" L",062013637307,code128,robertshaw,,Pieza,Pieza,Pieza,538.00,723.00,0,IVA,Exclusivo,7f388c4bdc93a2322abd585a3d5249ac.jpg,,,,,,,,,,recpjpnhBJuuExBA1,,
Control de temperatura,967195,code128,TRUE,2,Pieza,Pieza,Pieza,101.02,137.00,0,IVA,Exclusivo,0475002a8f9d9003e2960c3bb0adc096.png,,,,,,,,,,recRGN8PatP5N2HtS,,
"Motor ventilador 100-240 V, 50/60 Hz, 13 W, 1550 RPM",225824,code128,TRUE,2,Pieza,Pieza,Pieza,224.94,304.00,1,IVA,Exclusivo,2612decf680218dc8a26918d8b911e7d.png,,,,,,,,,2.0,recPJuIVfH9E8YqnM,"{""tienda"": 2.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 297, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 2.0, ""bodega"": 0.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Kit control de temperatura LAEBIT25,219717,code128,TRUE,2,Pieza,Pieza,Pieza,339.15,458.00,0,IVA,Exclusivo,07010919d8b6ed1714507bc9e70421d1.png,,,,,,,,,1.0,recSJMQgy7qWwleYl,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 282, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Kit de bandeja de desague, 220v",823236,code128,TRUE,2,Pieza,Pieza,Pieza,297.44,401.00,0,IVA,Exclusivo,344417f430961bf30c0bccc364b7c097.png,,,,,,,,,1.0,recKgfVBYQSXu27TL,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 287, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Kit control de temperatura LAEBR1,219716,code128,TRUE,2,Pieza,Pieza,Pieza,323.50,436.00,0,IVA,Exclusivo,f10beab1b5af9d29aca43a80adef0dc6.png,,,,,,,,,2.0,recaJYAc0w9JCUaOh,"{""tienda"": 2.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 283, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 2.0, ""bodega"": 0.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Sensor de desescarche 2 polos con capilar de 5,807408,code128,TRUE,2,Pieza,Pieza,Pieza,16.80,25.00,1,IVA,Exclusivo,428a90dfa32878270ca0b0e4b922b5b0.png,,,,,,,,,0.0,recx8aejUgUtHXsZj,"{""tienda"": 0.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 305, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Kit conector de cables,805143,code128,TRUE,2,Pieza,Pieza,Pieza,42.82,56.00,1,IVA,Exclusivo,6d9d337ffdbf05c070d92fe8c926e153.png,,,,,,,,,3.0,recCzUBC5E7ZRBPBK,"{""tienda"": 3.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 280, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 3.0, ""bodega"": 0.0, ""physicalFinal"": 3.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Sensor termisor 4m,807416,code128,TRUE,2,Pieza,Pieza,Pieza,18.81,28.00,1,IVA,Exclusivo,22524ebc34ad3380d876aaa449203aeb.png,,,,,,,,,6.0,recRJnSMIz2dKnG7n,"{""tienda"": 6.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 309, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 6.0, ""bodega"": 0.0, ""physicalFinal"": 6.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Tubo capilar, 0,106"" de diámetro exterior X 0,054",851142,code128,TRUE,2,Pieza,Pieza,Pieza,29.39,40.00,0,IVA,Exclusivo,0b94ec547a3899d8f7f8d20c015155ca.png,,,,,,,,,1.0,reczZpSNQ31qUUUmo,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 318, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Control De Temperatura, 077B6856 Kit #077B7163",800382,code128,TRUE,2,Pieza,Pieza,Pieza,59.44,81.00,0,IVA,Exclusivo,1b50dc8859008b16dadc8c3d894437bd.png,,,,,,,,,1.0,recUcQyDwHGPVvrCG,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 265, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Kit control de temperatura ERC112D,836833,code128,TRUE,2,Pieza,Pieza,Pieza,202.68,274.00,0,IVA,Exclusivo,e57e337c5d0e3e5cbf7cf506e21ad006.png,,,,,,,,,0.0,rec762xRi3aNYpLnp,"{""tienda"": 0.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 281, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Calentador línea de drenaje,801805,code128,TRUE,2,Pieza,Pieza,Pieza,40.41,57.00,0,IVA,Exclusivo,4754a108ae4c6bef595760200d725c84.png,,,,,,,,,0.0,rec4mUo2FHhVX0kgV,"{""tienda"": 0.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 255, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Aspa de ventilador, 7-3/4"", 5 aspas",801022,code128,TRUE,2,Pieza,Pieza,Pieza,34.11,47.00,1,IVA,Exclusivo,e5a3c69e0d58d07ba9651b3f7282b85e.png,,,,,,,,,2.0,recA4FOBqhYUcvp08,"{""tienda"": 2.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 243, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 2.0, ""bodega"": 0.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Kit control de temperatura sustituido por 848244,836834,code128,TRUE,2,Pieza,Pieza,Pieza,119.19,160.90,0,IVA,Exclusivo,33980a85ece856588109924609fc1381.png,,,,,,,,,1.0,recRQVllLhcZsI4sO,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 284, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Kit control universal BIT25 TRUE,802803,code128,TRUE,2,Pieza,Pieza,Pieza,323.50,436.00,1,IVA,Exclusivo,e3af8d2cbd163d6885fe0244ecc54228.png,,,,,,,,,2.0,recuUC50NuEcgsaal,"{""tienda"": 3.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 285, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 3.0, ""bodega"": 0.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Cable de alimentación, 126"", NEMA 5-15P, 14/3, SJTOW TRUE",996869,code128,TRUE,2,Pieza,Pieza,Pieza,52.22,71.00,1,IVA,Exclusivo,3b66e579e3152c5bb8dd2274264b1d40.png,,,,,,,,,2.0,recOXPNSGCt00cZ62,"{""tienda"": 2.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 252, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 2.0, ""bodega"": 0.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Módulo Led,960602,code128,TRUE,2,Pieza,Pieza,Pieza,80.18,110.00,1,IVA,Exclusivo,d000187c90750488d02e3f3c27192354.png,,,,,,,,,1.0,recH3SD1FEL9YzDvc,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 294, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Relay 25 A,800182,code128,TRUE,2,Pieza,Pieza,Pieza,32.33,44.00,0,IVA,Exclusivo,152493fddf532ddd6644e927fd823444.png,,,,,,,,,1.0,recQslfhxs2GDv9Q1,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 301, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Cable 4 polos de comunicación de 3mts,KCE1096A,code128,UNOX,2,Pieza,Pieza,Pieza,802.52,1123.50,0,IVA,Exclusivo,a6dcc2c0c60c5d7ba78d7d7a5edc79dc.png,,,,,,,,,0.0,rec9gi6d446kg2sSp,"{""tienda"": 0.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 546, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Cable De La Placa De Control, 4 polos, 2M",KCE1095A,code128,UNOX,,Pieza,Pieza,Pieza,729.60,990.00,0,IVA,Exclusivo,0b6c8e1d6742211c77582887204d3b11.jpg,,,,,,,,,1.0,recWOa4gA80lPHfby,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 533, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Robertshaw 5300-40B, Termostato milivolts RX-10-24",ROBERTSHAW5300-40B,code128,robertshaw,,Pieza,Pieza,Pieza,1200.00,1680.00,0,IVA,Exclusivo,783aa1e4390d3af84617452cdc351633.jpg,,,,,,,,,,rec4SV1g6nXs02Psf,,
"Estufa de mesa a Gas 6 quemadores de 36""",VCRH36,code128,VULCAN,1,Pieza,Pieza,Pieza,1017.60,1325.00,0,,Exclusivo,4551def7afbc24ac46ffc7482eff221b.png,Sub01-01,,,,,,,,,recIcsOrhlR6OskKG,,
Limpieza de Trampa de Grasa Chica,14543490,code128,Generales,,,,,,2200.00,0,IVA,Exclusivo,no_image.png,,,,,,,,,,recQOEdrTZFGbcm84,,
Estufa de mesa a Gas 2 quemadores de 12,VCRH12-1,code128,VULCAN,1,Pieza,Pieza,Pieza,486.60,656.00,0,,Exclusivo,7f4966af6951206c6eba245022a86c91.png,Sub01-01,,,,,,,,1,recFwsySIecasnRiE,,
"""Asador  a gas de 25",VCRB25,code128,VULCAN,1,Pieza,Pieza,Pieza,927.00,1250.00,1,IVA,Exclusivo,20cba25c182d3f6aa1403cc9f2ac454e.png,,,,,,,,,3,reclJGQ5yLyLvqOdC,,
"""Plancha Encimera a gas de 24",VCRG24-M,code128,VULCAN,1,Pieza,Pieza,Pieza,819.60,1106.00,1,IVA,Exclusivo,e261aa4843bdee25b0cb1c1fbf21271b.jpg,Sub01-04,,,,,,,,2,recFWGPBaiHKXNS3I,,
Desengrasante Cítrico: Limpiador desengrasante multiusos,AEQ-03,code128,Fast Clean,2,Galón 3.8lts,Galón 3.8lts,Galón 3.8lts,218.60,438.00,5,IVA,Exclusivo,04bd442b45d51b9554bc1036c6ad1982.png,,,,,,,,,8.0,recBGY8DHRsacUZaG,"{""tienda"": 9.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 11, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 9.0, ""bodega"": 0.0, ""physicalFinal"": 8.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Quita cochambre: Limpieza de grasa sobrecalentada.,AEQ-01,code128,Fast Clean,2,Pieza,Pieza,Pieza,200.54,437.00,5,IVA,Exclusivo,5a535fed44bcae5596aa20e89028f88b.png,,,,,,,,,7.0,recz14aNeAPsIreIi,"{""tienda"": 7.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 22, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 7.0, ""bodega"": 0.0, ""physicalFinal"": 7.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Limpia parrillas: Limpiador desengrasante para grasa sobrecalentado,AEQ-02,code128,Fast Clean,2,Galón 3.8lts,Galón 3.8lts,Galón 3.8lts,205.11,410.00,5,IVA,Exclusivo,68601c6a4412b39848d1014b572ffd9d.png,,,,,,,,,8.0,recezaCvgRRG0gGI9,"{""tienda"": 10.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 17, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 10.0, ""bodega"": 0.0, ""physicalFinal"": 8.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Gel antibacterial: Gel desinfectante de manos para uso diario.,AEQ-04,code128,Fast Clean,,Galón 3.8lts,Galón 3.8lts,Galón 3.8lts,181.01,362.00,2,IVA,Exclusivo,ebe4cf16b6ac9572c1969ea466744b07.png,,,,,,,,,4.0,recOIpJDScKZNUWFN,"{""tienda"": 4.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 16, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 4.0, ""bodega"": 0.0, ""physicalFinal"": 4.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Sarricida: Desincrustante de sarro ecológico.,AEQ-06,code128,Fast Clean,,Galón 3.8lts,Galón 3.8lts,Galón 3.8lts,149.66,299.00,0,IVA,Exclusivo,33b742b023f14d2cc18bbc96e98bb80b.png,,,,,,,,,1.0,recO0rrPucBVRyxs4,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 24, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Válvula de control Gas LP 750 mV 3/4"" x 3/4"" 485k BTU Freidora ROBERTSHAW",700-515,code128,robertshaw,2,Pieza,Pieza,Pieza,2290.00,3100.00,1,IVA,Exclusivo,95ce0963219ed0b6595e984cdb134faf.png,,,,,,,,,0.0,reck5WeLWVFnfEFIi,"{""tienda"": 0.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 609, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Termostato CAEM 50 a 300 grados,CAEM-50300,code128,Generales,2,Pieza,Pieza,Pieza,316.00,695.00,2,IVA,Exclusivo,a426c4b404c69c3cc271a9c67943aa9e.png,,,,,,,,,8.0,recvTfgjgUBwc3PwV,"{""tienda"": 8.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 604, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 8.0, ""bodega"": 0.0, ""physicalFinal"": 8.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Termostato CAEM 30 a 110 grados,CAEM-30110,code128,Generales,2,Pieza,Pieza,Pieza,337.00,750.00,2,IVA,Exclusivo,5f15937ee6b54347865c537536bc4e8d.png,,,,,,,,,10.0,rechT1Y4IIKB0TD45,"{""tienda"": 10.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 602, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 10.0, ""bodega"": 0.0, ""physicalFinal"": 10.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Detergentes Unox para lavado automático DET&RINSE™ ULTRA/PLUS,DB1076A0,code128,UNOX,3,Pieza,Pieza,Pieza,1941.00,2891.00,3,IVA,Exclusivo,00ccc8bcd3ad1c76d5c18d24d0ea0ea3.png,,,,,,,,,1.0,reccPg4YWfSzXrk24,"{""tienda"": 7.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 14, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 7.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Detergente Unox SPRAY&Rinse,DB1044A,code128,UNOX,3,Pieza,Pieza,Pieza,1808.39,2753.00,3,IVA,Exclusivo,2b5194f5ca9898652774e5132f6d0c7a.jpg,,,,,,,,,2.0,recYrgTkq1Y7mlJsk,"{""tienda"": 4.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 12, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 4.0, ""bodega"": 0.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
 Empaque de puerta para equipo T-49-2G-2,810878,code128,TRUE,2,Pieza,Pieza,Pieza,64.33,87.00,1,IVA,Exclusivo,596238850589af334753541cfcfc0d94.png,,,,,,,,,2.0,recrcDLdPNtKvwzyy,"{""tienda"": 2.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 270, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 2.0, ""bodega"": 0.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Aspa de ventilador, AD7CCW39 UBA",964999,code128,TRUE,,Pieza,Pieza,Pieza,49.08,67.00,0,IVA,Exclusivo,e0c917143717daf4bdc1e614fa3ef185.jpg,,,,,,,,,4,reclFGzPu1c37I6L7,,
"Motor, 115-120 V, 50/60 Hz",989719,code128,TRUE,2,Pieza,Pieza,Pieza,231.00,312.00,0,IVA,Exclusivo,f0b2f69d8c36eecda90962deb08e7260.png,,,,,,,,,4,recWxDn8KssHnctSP,,
Empaque universal con ceja dimensiones Torrey 68 X 62.5 cm negro,EKC-001,code128,Generales,2,Pieza,Pieza,Pieza,450.00,990.00,0,IVA,Exclusivo,ad6a811ff3f348cc71968055a608175f.png,,,,,,,,,2.0,recRHWq3iciTYxPDx,"{""tienda"": 2.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 46, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 2.0, ""bodega"": 0.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Empaque universal dimensiones 64 X 55.5 cm negro,EMP-UNI03,code128,Generales,2,Pieza,Pieza,Pieza,450.00,990.00,1,IVA,Exclusivo,367c4362daac3a15d8a70dd483192cb0.png,,,,,,,,,0.0,reciQ3DZL8Pd7cmp5,"{""tienda"": 2.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 50, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 2.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Clip de estanteria,920158,code128,TRUE,2,Pieza,Pieza,Pieza,3.77,6.00,5,IVA,Exclusivo,c78224c32c7909f9d0ee668583b3c594.png,,,,,,,,,13.0,recknusnB2e2eylwd,"{""tienda"": 13.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 257, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 13.0, ""bodega"": 0.0, ""physicalFinal"": 13.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Sellador de silicon TRUE,835384,code128,TRUE,2,Pieza,Pieza,Pieza,20.42,28.00,0,IVA,Exclusivo,d7798f75a629db170f0dbc823760bc22.png,,,,,,,,,1.0,reciS0khxzSiFYleo,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 304, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Kit de bisagra de puerta, inferior derecha TRUE",870842,code128,TRUE,2,Pieza,Pieza,Pieza,84.04,114.00,0,IVA,Exclusivo,2253d753b1b6949746f58369dc64b1ac.png,,,,,,,,,1.0,recQLSsTPhPWQeaEv,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 288, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
