Nombre,Código,Clase de Código de barras,Marca,Código de categoría,unit code,Venta unit code,Comprar unit code,Costo,Precio,Cantidad de alerta,Tasa de impuestos,Método de impuestos,Imagen,Código de la Sub categoría,Variantes de producto,Producto de campo personalizado 1,Producto Campo Personalizadoo 2,Producto Campo Personalizadoo 3,Producto Campo Personalizadoo 4,Producto Campo Personalizadoo 5,Producto Campo Personalizadoo 6,Cantidad,recID,warehouseStock,inventory_import
Vitrina fria para ingredientes insertos de 1/3 1.5mts INFRICO 3000792670,VIP149013C,code128,Generales,1,Pieza,Pieza,Pieza,43044.75,53805.00,0,IVA,Exclusivo,59e0349f537554cb2919323a2348ef6f.jpeg,,,,,,,,,,recuj2EfljDyrhPIG,,
"Horno combinado a gas CHEF TOP 10 GN1/1 plus, serie 2023A0005377",XEVC-1011-GPRM,code128,UNOX,,Pieza,Pieza,Pieza,152460.00,156825.00,0,IVA,Exclusivo,8082402d6f3fb8db3d918fb0e28b79ed.jpeg,,,,,,,,,1.0,recslmMdXGf6Y3S0u,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 82, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Estufon a gas de 2 quemadores CORIAT,EC2TMASTERPRM,code128,CORIAT,,Pieza,Pieza,Pieza,13821.00,17276.00,0,IVA,Exclusivo,99278765bd7e6db095c2f16bc5c22e51.jpeg,,,,,,,,,,recOJO6L7NGxG2IDq,,
Batidora Planetaria Comercial 20Ltt 1.5 Hp 6kg Amasa Rojo 60 Hz BERMEX B2,BERMEXB2,code128,Generales,1,Pieza,Pieza,Pieza,13700.00,17125.00,0,IVA,Exclusivo,696ee05001aad3483f2a293e63d3d04d.jpeg,,,,,,,,,3.0,recot3NHT8LGQiBsG,"{""tienda"": 3.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 66, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 3.0, ""bodega"": 0.0, ""physicalFinal"": 3.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Empacadora Al Alto Vacio Bermex EVB-32,EVB32,code128,Generales,3,Pieza,Pieza,Pieza,18300.00,2285.00,0,IVA,Exclusivo,539c33896da08ce1bf4fea6d496e899c.jpeg,,,,,,,,,0.0,reccW0h9yLMBxTMTA,"{""tienda"": 0.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 70, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Rebanadora Bermex MS-300-CT Con Cuchilla De Acero,MS300CT,code128,Generales,1,Pieza,Pieza,Pieza,9700.00,12125.00,0,IVA,Exclusivo,61cd1c15460e3a474769cde99de9f5c6.jpeg,,,,,,,,,1.0,rec47ucKKEpXFnuMx,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 91, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Horno De Convección Venix Torcello,T043C,code128,Generales,,Pieza,Pieza,Pieza,15500.00,19375.00,0,IVA,Exclusivo,950f99d11cce55f8609e6ad68273eda5.jpeg,,,,,,,,,1.0,recyaLUci2uNLmKQd,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 85, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Campana de acero inoxidable de 8 pies,5424ND2PSPFB,code128,Generales,,Pieza,Pieza,Pieza,150768.39,188460.00,0,,Exclusivo,25463d396910d6af83684194e3e25d3c.jpeg,,,,,,,,,1.0,receeQaOkM4kYkNCX,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 68, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Torre Dispensadora de Cerveza de Barril TURBO AIR,153A-3,code128,Generales,,Pieza,Pieza,Pieza,8358.00,10447.50,0,IVA,Exclusivo,no_image.png,,,,,,,,,1.0,recgY5txi1Zlxh0wJ,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 93, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Bidon detergente alcalino MEIKO,D-GS1152-MT,code128,Generales,3,Galón 3.8lts,Galón 3.8lts,Galón 3.8lts,568.41,710.00,0,IVA,Exclusivo,no_image.png,,,,,,,,,,recJFER5xUneLIITm,,
Bidon agente abrillantador MEIKO,R-GS2162-MR,code128,Generales,3,Galón 3.8lts,Galón 3.8lts,Galón 3.8lts,665.99,831.00,0,IVA,Exclusivo,no_image.png,,,,,,,,,,recCYr433xFK041fl,,
Bidon desincrustante MEIKO,982-M4544,code128,Generales,3,Galón 3.8lts,Galón 3.8lts,Galón 3.8lts,745.90,932.00,0,IVA,Exclusivo,no_image.png,,,,,,,,,,recSH3vP8SNvRWCm5,,
"Mezcladora de cubierta de 4"" cuello recto INOXIPLUS",MEZ-CM10,code128,Generales,2,Pieza,Pieza,Pieza,1500.00,1875.00,0,IVA,Exclusivo,20ef8a2490a5f6235a2d0654b9971962.png,,,,,,,,,0.0,reczixUJIQrLXnDQT,"{""tienda"": 0.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 111, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Mezcladora a pared de 8"" DICA",3248,code128,Generales,2,Pieza,Pieza,Pieza,978.00,1222.50,0,IVA,Exclusivo,9c80a8b191390b12b4200b6f77a1ef41.png,,,,,,,,,1.0,rec0yBGFDfS4bGxwq,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 110, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Cortina Hawaianna,CORT-HAW,code128,Generales,2,Pieza,Pieza,Pieza,1200.00,1500.00,0,IVA,Exclusivo,eb3dded00b079869c2bfb92642adb8e8.png,,,,,,,,,0.0,rec1P9gsAPXIHF6rN,"{""tienda"": 0.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 267, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Bisagra para cámara de refrigeración COLDTEK,YL-1238-4,code128,Generales,2,Pieza,Pieza,Pieza,950.00,1187.50,0,IVA,Exclusivo,abae09d61e6824c5e4cb4fa228a7ae34.png,,,,,,,,,0.0,reckDLNvgDqrdZNPZ,"{""tienda"": 0.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 33, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Bisagra compuesta para puertas superpuestasFERMOD,480HP,code128,Generales,2,Pieza,Pieza,Pieza,321.30,401.00,0,IVA,Exclusivo,973ae6b57af326a9882e3b74f60ea537.png,,,,,,,,,6.0,recHV1rddbvisCbGj,"{""tienda"": 6.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 31, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 6.0, ""bodega"": 0.0, ""physicalFinal"": 6.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Empaque universal dimensiones 70.5 x 66 cm negro,EMP-UNI02,code128,Generales,2,Pieza,Pieza,Pieza,500.00,625.00,0,IVA,Exclusivo,5031b9f04d705ee3f24dac4d3067e0cd.png,,,,,,,,,0.0,recbJwnIoKpFkfn4q,"{""tienda"": 0.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 51, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Empaque importado dimensiones 53 x 74 cm negro,EMP-IMP02,code128,Generales,2,Pieza,Pieza,Pieza,1300.00,1625.00,0,IVA,Exclusivo,9298c1efc0fd9ac1407ead1cbd167e3d.png,,,,,,,,,0.0,recqd53NR1JXN4vDW,"{""tienda"": 0.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 42, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Luminaria Exterior Cooper Crouse Hinds,CLARB-1759,code128,Generales,4,Pieza,Pieza,Pieza,1250.00,1562.00,0,IVA,Exclusivo,60fbf1ad9b90d37fce866469f3986982.png,,,,,,,,,0.0,recwvcLxYy45inlgA,"{""tienda"": 0.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 623, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Polea BandaV diametro 4.92"" para flecha 5/8",PCL5,code128,Generales,2,Pieza,Pieza,Pieza,518.00,647.50,0,IVA,Exclusivo,6e4d917f9519327105c1a92ee67934d1.png,,,,,,,,,0.0,rec1wmUO6Rgh6WzmP,"{""tienda"": 0.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 184, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Fabricacion de base para estufa 12"" C18 con regatones",BASE-12,code128,Generales,,Pieza,Pieza,Pieza,3655.35,4568.00,0,IVA,Exclusivo,dbaec3b8820d3fdd1d1f85e251d220dc.jpeg,,,,,,,,,1.0,recfCmObL9SoKh5V1,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 196, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Fabricacion de base para estufa 24""  C18 con regatones",BASE-24,code128,Generales,,Pieza,Pieza,Pieza,4081.80,5102.00,0,IVA,Exclusivo,no_image.png,,,,,,,,,0.0,rec4aEN2uiPpwV1vx,"{""tienda"": 0.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 197, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Fabricacion de base para parrilla 25"" C18 con regatones",BASE-25,code128,Generales,,Pieza,Pieza,Pieza,4145.50,5181.00,0,IVA,Exclusivo,no_image.png,,,,,,,,,2.0,rec6Ipn2e47FL5Q95,"{""tienda"": 2.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 198, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 2.0, ""bodega"": 0.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Fabricacion de base para estufa 36"" C18 con regatones",BASE-36,code128,Generales,,Pieza,Pieza,Pieza,5257.03,6571.00,0,IVA,Exclusivo,no_image.png,,,,,,,,,3.0,recI6tXvph2YoDjf9,"{""tienda"": 3.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 199, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 3.0, ""bodega"": 0.0, ""physicalFinal"": 3.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Tarja Sencilla 100 cm con descanso C18 con descanso,TARJA-100,code128,Generales,,Pieza,Pieza,Pieza,10504.78,13131.00,0,IVA,Exclusivo,no_image.png,,,,,,,,,1.0,recRpb7d9A0oWmZYH,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 207, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Tarja tipo carnicero de una tina  calibre 18. Dimensiones 90 x 75 x 90,TARJACARN-90,code128,Generales,,Pieza,Pieza,Pieza,7637.88,9547.00,0,IVA,Exclusivo,no_image.png,,,,,,,,,1.0,recB0Cp75cnGcIPEq,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 208, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Soporte para salamandra fabricado en acero inoxidable t-304, C18",BASE-SALAMANDRA,code128,Generales,,Pieza,Pieza,Pieza,2021.41,2251.00,0,IVA,Exclusivo,no_image.png,,,,,,,,,1.0,recmYD47ACaQhsKUP,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 206, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Mesa de trabajo con respaldo acero T-304, C18. 200 x 70 x 90 cm con entrepaño",MESA-TRAB200RESP,code128,Generales,,Pieza,Pieza,Pieza,11607.26,14508.75,0,IVA,Exclusivo,no_image.png,,,,,,,,,1.0,recgBqwEpJR1C1Pku,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 202, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Mesa de trabajo acero T-304, C-18. 120 x 70 x 90 cm con entrepaño",MESA-TRAB120,code128,Generales,,Pieza,Pieza,Pieza,5143.73,6429.00,0,IVA,Exclusivo,no_image.png,,,,,,,,,1.0,rec9egn3aOWfvXrcp,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 201, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Torre de mariscos con bandejas de 50 y 42cm con soportes,TORRE-MARISCOS,code128,Generales,,Pieza,Pieza,Pieza,2911.98,3639.00,0,IVA,Exclusivo,78506d0fde54e088e1614e7ecc52c213.jpeg,,,,,,,,,1.0,recmkvgRvNUjOLT99,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 209, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Elaboracion especial de jokey bar en acero inoxidable C-18 grado 304. Dimensiones 1.50 m x 0.62 m x 0.75 m,JOKER,code128,Generales,,Pieza,Pieza,Pieza,20422.39,25527.00,0,IVA,Exclusivo,no_image.png,,,,,,,,,0.0,recwTcRLN5LzJKeV4,"{""tienda"": 0.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 195, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Llave mezcladora de 8"" a cubierta FISHER",26131,code128,FISHER MANUFACURING COMPANNY,2,Pieza,Pieza,Pieza,1350.00,1687.50,0,IVA,Exclusivo,f08843eda112391c94a74cf40e3ac765.png,,,,,,,,,0.0,recbXfTa36lAVFuJd,"{""tienda"": 0.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 107, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Sensor termisor 4m NTCEPC B57025M25,807414,code128,TRUE,2,Pieza,Pieza,Pieza,20.76,30.00,0,IVA,Exclusivo,c474011d0443805768c7f658fe09e240.png,,,,,,,,,1.0,rec2VnKf2vvMMPaNX,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 307, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Sensor termisor 4m NTCEPC B57025M2502AZ,807415,code128,TRUE,2,Pieza,Pieza,Pieza,20.76,30.00,0,IVA,Exclusivo,1ad85b32753b5288785c5e5534c6d453.png,,,,,,,,,2.0,recv4eVmwLCeoblPl,"{""tienda"": 2.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 308, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 2.0, ""bodega"": 0.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Tanque de liquido 1.3L RV 100x204 FIGOMEC,RV-100X204,code128,Generales,2,Pieza,Pieza,Pieza,980.00,1187.50,0,IVA,Exclusivo,c1426a86e3e5b9732ab26eeb3545bc48.png,,,,,,,,,1.0,recTZSm1yJx3iDETZ,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 313, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Switch 4 polos Universal para vitrina,KCD2,code128,Generales,2,Pieza,Pieza,Pieza,85.00,106.00,0,IVA,Exclusivo,de633e38667137edda62ca8776a0d4ee.png,,,,,,,,,3.0,recZhDmGqCFePIKB6,"{""tienda"": 3.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 311, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 3.0, ""bodega"": 0.0, ""physicalFinal"": 3.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
,,,,,,,,,,,,,,,,,,,,,,,reclPVbehybWV0eUe,,
Conector en T Follet,PD502923,code128,Generales,2,Pieza,Pieza,Pieza,0,0,0,IVA,Exclusivo,no_image.png,,,,,,,,,1.0,,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101455"", ""action"": ""create"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 392, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:14:55""}"
Tubo de goma HOSHIZAKI,4A1551-01,code128,Generales,2,Pieza,Pieza,Pieza,0,0,0,IVA,Exclusivo,no_image.png,,,,,,,,,1.0,,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101455"", ""action"": ""create"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 412, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:14:55""}"
Detergente Rinse & PLUS x lt,DB1015A0 X LITRO,code128,Generales,3,Pieza,Pieza,Pieza,0,0,0,IVA,Exclusivo,no_image.png,,,,,,,,,7.0,,"{""tienda"": 7.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101455"", ""action"": ""create"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 13, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 7.0, ""bodega"": 0.0, ""physicalFinal"": 7.0, ""updatedAt"": ""2026-06-29T10:14:55""}"
"Arnés De Cables, Bomba Rational",40.06.625P,code128,Generales,2,Pieza,Pieza,Pieza,0,0,0,IVA,Exclusivo,no_image.png,,,,,,,,,1.0,,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101455"", ""action"": ""create"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 419, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:14:55""}"
"Conjunto de tapa, deposito serie 7 follet",957910,code128,Generales,2,Pieza,Pieza,Pieza,0,0,0,IVA,Exclusivo,no_image.png,,,,,,,,,1.0,,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101455"", ""action"": ""create"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 394, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:14:55""}"
Limpiador para máquina de cafes,CAFIZA,code128,Generales,3,Pieza,Pieza,Pieza,0,0,0,IVA,Exclusivo,no_image.png,,,,,,,,,2.0,,"{""tienda"": 0.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101455"", ""action"": ""create"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 18, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 0.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:14:55""}"
Perilla bakelita rombo QUEMAID,PBTR,code128,Generales,2,Pieza,Pieza,Pieza,0,0,0,IVA,Exclusivo,no_image.png,,,,,,,,,5.0,,"{""tienda"": 5.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101455"", ""action"": ""create"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 464, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 5.0, ""bodega"": 0.0, ""physicalFinal"": 5.0, ""updatedAt"": ""2026-06-29T10:14:55""}"
